#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 2.904852e+04 9.122079e+03 2.853410e+04 2.895277e+04
3.546900e-02 1.960960e+04 5.464229e+03 2.041330e+04 2.248425e+04
4.536800e-02 1.481638e+04 3.446586e+03 1.624491e+04 1.705715e+04
5.531400e-02 1.817242e+04 2.382770e+03 1.424035e+04 1.338718e+04
6.525800e-02 1.374167e+04 1.837897e+03 1.180759e+04 1.078512e+04
7.520900e-02 9.364203e+03 1.410352e+03 8.659113e+03 8.616023e+03
8.517500e-02 6.340126e+03 1.040858e+03 6.313306e+03 6.980816e+03
9.515700e-02 4.685055e+03 8.056691e+02 5.286011e+03 5.754153e+03
1.051620e-01 4.965841e+03 6.604807e+02 4.885293e+03 4.761106e+03
1.151480e-01 3.409230e+03 5.427923e+02 4.377330e+03 3.989203e+03
1.251460e-01 3.630483e+03 4.649472e+02 3.553697e+03 3.353566e+03
1.351460e-01 2.663697e+03 3.959948e+02 2.785242e+03 2.875464e+03
1.451320e-01 2.744574e+03 3.414293e+02 2.303436e+03 2.489732e+03
1.551140e-01 2.566051e+03 2.990216e+02 2.076249e+03 2.166729e+03
1.651020e-01 1.909473e+03 2.554929e+02 1.963650e+03 1.928777e+03
1.751050e-01 1.802586e+03 2.249544e+02 1.814034e+03 1.736188e+03
1.850970e-01 1.614447e+03 2.033879e+02 1.633976e+03 1.590464e+03
1.950850e-01 1.396141e+03 1.813911e+02 1.470703e+03 1.477099e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#6.140719e+00	1.084731e+04	-2.523869e+03	-7.848422e+01	8.098574e+00	9.219053e+03	-1.705039e+03	-3.467661e+02	1.385000e+01	 9.030000e+00	 4.176578e-01	 9.299500e-01	 1.056254e+00	 6.223081e+01	 72-17
