#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 1.887455e+04 5.834693e+03 2.026329e+04 1.894724e+04
3.546900e-02 1.650511e+04 3.261405e+03 1.701120e+04 1.769806e+04
4.537800e-02 1.709733e+04 2.071864e+03 1.372241e+04 1.487475e+04
5.528000e-02 1.057382e+04 1.482101e+03 1.178519e+04 1.235033e+04
6.523200e-02 1.037277e+04 1.109735e+03 1.049250e+04 1.035062e+04
7.522900e-02 9.830488e+03 8.588790e+02 9.186119e+03 8.785228e+03
8.519300e-02 7.768575e+03 6.581388e+02 7.699810e+03 7.449326e+03
9.516600e-02 5.343881e+03 5.070864e+02 6.372067e+03 6.360071e+03
1.051550e-01 5.439895e+03 4.090351e+02 5.362537e+03 5.465653e+03
1.151310e-01 5.290020e+03 3.456156e+02 4.622979e+03 4.715737e+03
1.251240e-01 4.016185e+03 2.937246e+02 4.039458e+03 4.081208e+03
1.351250e-01 3.226928e+03 2.490825e+02 3.532879e+03 3.535064e+03
1.451200e-01 3.193848e+03 2.252544e+02 3.094882e+03 3.074723e+03
1.551180e-01 2.817756e+03 1.897760e+02 2.709329e+03 2.679899e+03
1.651050e-01 2.205075e+03 1.691920e+02 2.354584e+03 2.330698e+03
1.750880e-01 2.060070e+03 1.464535e+02 2.035633e+03 2.029743e+03
1.850890e-01 1.669690e+03 1.335446e+02 1.750196e+03 1.762599e+03
1.950930e-01 1.590360e+03 1.228995e+02 1.512005e+03 1.530287e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#4.788764e+00	-2.979168e+03	7.805154e+02	-3.494539e+02	3.344415e+00	-3.749249e+03	3.260745e+02	-9.961104e+01	1.218000e+01	 7.310000e+00	 4.787252e-01	 1.026317e+00	 1.001675e+00	 6.185993e+01	 72-17
