#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 2.702154e+04 5.834693e+03 2.928092e+04 2.940467e+04
3.546900e-02 2.275829e+04 3.261405e+03 2.050253e+04 2.066799e+04
4.537800e-02 1.525749e+04 2.071864e+03 1.561295e+04 1.555601e+04
5.528000e-02 1.231015e+04 1.482101e+03 1.246105e+04 1.228091e+04
6.523200e-02 9.250930e+03 1.109735e+03 1.003865e+04 9.991245e+03
7.522900e-02 9.596064e+03 8.588790e+02 8.119815e+03 8.269622e+03
8.519300e-02 7.106487e+03 6.581388e+02 6.802440e+03 6.963244e+03
9.516600e-02 5.947945e+03 5.070864e+02 5.946682e+03 5.937905e+03
1.051550e-01 5.431099e+03 4.090351e+02 5.250894e+03 5.102537e+03
1.151310e-01 4.512016e+03 3.456156e+02 4.532938e+03 4.416578e+03
1.251240e-01 3.569992e+03 2.937246e+02 3.820025e+03 3.840252e+03
1.351250e-01 3.140382e+03 2.490825e+02 3.249872e+03 3.355391e+03
1.451200e-01 2.896884e+03 2.252544e+02 2.863717e+03 2.938244e+03
1.551180e-01 2.492254e+03 1.897760e+02 2.583836e+03 2.572848e+03
1.651050e-01 2.504094e+03 1.691920e+02 2.318743e+03 2.258400e+03
1.750880e-01 2.146551e+03 1.464535e+02 2.024556e+03 1.979892e+03
1.850890e-01 1.845510e+03 1.335446e+02 1.733371e+03 1.734160e+03
1.950930e-01 1.417457e+03 1.228995e+02 1.483661e+03 1.512861e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#5.190319e+00	1.854480e+03	-3.233027e+03	8.043730e+02	6.798033e+00	-3.720998e+03	-6.198333e+02	5.558960e+02	1.218000e+01	 7.310000e+00	 5.283081e-02	 9.805093e-01	 1.005220e+00	 5.109183e+01	 72-17
