#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 5.993508e+04 2.424869e+03 5.867191e+04 5.669335e+04
3.546900e-02 4.676140e+04 1.389059e+03 4.578861e+04 4.734988e+04
4.537800e-02 3.636688e+04 9.051151e+02 3.634226e+04 3.852219e+04
5.528000e-02 3.108055e+04 6.355957e+02 3.093176e+04 3.177019e+04
6.523200e-02 2.705183e+04 4.684603e+02 2.728560e+04 2.669146e+04
7.522900e-02 2.411593e+04 3.565487e+02 2.372680e+04 2.276520e+04
8.519300e-02 1.988609e+04 2.798363e+02 1.997143e+04 1.955802e+04
9.516600e-02 1.646370e+04 2.217555e+02 1.676330e+04 1.699840e+04
1.051550e-01 1.454259e+04 1.755967e+02 1.447140e+04 1.489998e+04
1.151310e-01 1.313682e+04 1.460674e+02 1.295437e+04 1.316258e+04
1.251240e-01 1.168762e+04 1.270938e+02 1.177597e+04 1.170042e+04
1.351250e-01 1.074174e+04 1.128308e+02 1.063775e+04 1.046068e+04
1.451200e-01 9.580432e+03 9.682492e+01 9.517279e+03 9.415178e+03
1.551180e-01 8.465904e+03 8.630087e+01 8.500356e+03 8.513060e+03
1.651050e-01 7.686996e+03 7.501289e+01 7.665289e+03 7.730682e+03
1.750880e-01 7.039410e+03 6.897523e+01 7.007631e+03 7.055394e+03
1.850890e-01 6.373088e+03 6.099282e+01 6.457233e+03 6.462596e+03
1.950930e-01 6.007672e+03 5.447455e+01 5.965263e+03 5.944532e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#2.728079e+00	-2.727649e+03	5.578198e+02	2.686629e+02	3.434318e+00	9.155703e+02	1.104797e+03	-1.990750e+02	1.218000e+01	 7.310000e+00	 1.084693e+00	 9.843271e-01	 1.036082e+00	 5.709500e+01	 72-17
