#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 6.046507e+04 4.006282e+03 6.021732e+04 5.803588e+04
3.546900e-02 5.062464e+04 2.280966e+03 4.772968e+04 4.979700e+04
4.536800e-02 3.786000e+04 1.482969e+03 3.829571e+04 4.086412e+04
5.531400e-02 3.286498e+04 1.022854e+03 3.304021e+04 3.382756e+04
6.525800e-02 3.018713e+04 7.714873e+02 2.934909e+04 2.851491e+04
7.520900e-02 2.528698e+04 5.991539e+02 2.542202e+04 2.436178e+04
8.517500e-02 2.147296e+04 4.423736e+02 2.125026e+04 2.093177e+04
9.515700e-02 1.791542e+04 3.505891e+02 1.784704e+04 1.819864e+04
1.051620e-01 1.556447e+04 2.813171e+02 1.551995e+04 1.594876e+04
1.151480e-01 1.366424e+04 2.421615e+02 1.396554e+04 1.408949e+04
1.251460e-01 1.276165e+04 1.973180e+02 1.265709e+04 1.252383e+04
1.351460e-01 1.146138e+04 1.715754e+02 1.136174e+04 1.120315e+04
1.451320e-01 1.004667e+04 1.457970e+02 1.014057e+04 1.009276e+04
1.551140e-01 9.208781e+03 1.275089e+02 9.089368e+03 9.132160e+03
1.651020e-01 8.265366e+03 1.191531e+02 8.250044e+03 8.303748e+03
1.751050e-01 7.513072e+03 1.031396e+02 7.569110e+03 7.587548e+03
1.850970e-01 7.005161e+03 8.943816e+01 6.975125e+03 6.963420e+03
1.950850e-01 6.455557e+03 8.345461e+01 6.435722e+03 6.418865e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#4.278012e+00	-2.091775e+03	1.734281e+03	-1.121479e+02	4.689894e+00	-4.799074e+03	2.651499e+03	-3.480934e+02	1.385000e+01	 9.030000e+00	 8.433943e-01	 1.028011e+00	 9.674034e-01	 6.593253e+01	 72-17
