#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 6.331264e+04 2.424869e+03 6.343218e+04 6.151282e+04
3.546900e-02 4.797125e+04 1.389059e+03 4.841574e+04 4.953642e+04
4.537800e-02 3.874230e+04 9.051151e+02 3.785076e+04 3.972748e+04
5.528000e-02 3.162519e+04 6.355957e+02 3.155014e+04 3.245837e+04
6.523200e-02 2.723439e+04 4.684603e+02 2.742911e+04 2.707452e+04
7.522900e-02 2.375588e+04 3.565487e+02 2.383010e+04 2.298610e+04
8.519300e-02 1.997033e+04 2.798363e+02 2.018831e+04 1.970110e+04
9.516600e-02 1.698971e+04 2.217555e+02 1.696761e+04 1.707507e+04
1.051550e-01 1.469034e+04 1.755967e+02 1.456262e+04 1.494754e+04
1.151310e-01 1.292204e+04 1.460674e+02 1.293827e+04 1.319429e+04
1.251240e-01 1.178221e+04 1.270938e+02 1.174549e+04 1.173041e+04
1.351250e-01 1.071382e+04 1.128308e+02 1.065640e+04 1.049441e+04
1.451200e-01 9.679143e+03 9.682492e+01 9.581103e+03 9.455207e+03
1.551180e-01 8.513246e+03 8.630087e+01 8.584530e+03 8.571764e+03
1.651050e-01 7.675190e+03 7.501289e+01 7.749298e+03 7.809410e+03
1.750880e-01 7.139220e+03 6.897523e+01 7.097421e+03 7.155091e+03
1.850890e-01 6.527128e+03 6.099282e+01 6.572918e+03 6.588197e+03
1.950930e-01 6.166113e+03 5.447455e+01 6.116117e+03 6.097255e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#3.925833e+00	3.998263e+03	-2.143429e+03	7.521782e+02	6.239162e+00	1.070510e+04	-1.874941e+03	4.502107e+01	1.218000e+01	 7.310000e+00	 7.680508e-02	 1.085432e+00	 1.015697e+00	 4.858255e+01	 72-17
