#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 5.573908e+04 4.006282e+03 6.100154e+04 5.847273e+04
3.546900e-02 4.902054e+04 2.280966e+03 4.858423e+04 5.057728e+04
4.536800e-02 4.094885e+04 1.482969e+03 3.886421e+04 4.157687e+04
5.531400e-02 3.392082e+04 1.022854e+03 3.336520e+04 3.435303e+04
6.525800e-02 2.964751e+04 7.714873e+02 2.961797e+04 2.888343e+04
7.520900e-02 2.578325e+04 5.991539e+02 2.571888e+04 2.461646e+04
8.517500e-02 2.180449e+04 4.423736e+02 2.153974e+04 2.111452e+04
9.515700e-02 1.817794e+04 3.505891e+02 1.801970e+04 1.830172e+04
1.051620e-01 1.527704e+04 2.813171e+02 1.557158e+04 1.600577e+04
1.151480e-01 1.377536e+04 2.421615e+02 1.394018e+04 1.411048e+04
1.251460e-01 1.250434e+04 1.973180e+02 1.262390e+04 1.252680e+04
1.351460e-01 1.142551e+04 1.715754e+02 1.135152e+04 1.119757e+04
1.451320e-01 1.013240e+04 1.457970e+02 1.014396e+04 1.008099e+04
1.551140e-01 9.058739e+03 1.275089e+02 9.101001e+03 9.129096e+03
1.651020e-01 8.334519e+03 1.191531e+02 8.265669e+03 8.314753e+03
1.751050e-01 7.659634e+03 1.031396e+02 7.593078e+03 7.614598e+03
1.850970e-01 7.004725e+03 8.943816e+01 7.021700e+03 7.014600e+03
1.950850e-01 6.477075e+03 8.345461e+01 6.509533e+03 6.495136e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#5.603875e+00	2.901767e+03	4.246536e+02	-1.690739e+02	5.741578e+00	2.355576e+03	1.448448e+03	-3.444301e+02	1.385000e+01	 9.030000e+00	 5.340587e-01	 1.112429e+00	 9.477876e-01	 3.972896e+01	 72-17
