#k 	 Pdata 	 err 	 Pmodel 	 Pnowiggle
2.564600e-02 6.169889e+04 4.006282e+03 6.450727e+04 6.223035e+04
3.546900e-02 4.858671e+04 2.280966e+03 5.010659e+04 5.132716e+04
4.536800e-02 4.135289e+04 1.482969e+03 3.950109e+04 4.161039e+04
5.531400e-02 3.238584e+04 1.022854e+03 3.311566e+04 3.416707e+04
6.525800e-02 2.879187e+04 7.714873e+02 2.895761e+04 2.862745e+04
7.520900e-02 2.502306e+04 5.991539e+02 2.529764e+04 2.441566e+04
8.517500e-02 2.212745e+04 4.423736e+02 2.152427e+04 2.098275e+04
9.515700e-02 1.816019e+04 3.505891e+02 1.816236e+04 1.822216e+04
1.051620e-01 1.556157e+04 2.813171e+02 1.562301e+04 1.598147e+04
1.151480e-01 1.389116e+04 2.421615e+02 1.386751e+04 1.412993e+04
1.251460e-01 1.274586e+04 1.973180e+02 1.256373e+04 1.258265e+04
1.351460e-01 1.114707e+04 1.715754e+02 1.139950e+04 1.127288e+04
1.451320e-01 1.020648e+04 1.457970e+02 1.028483e+04 1.016985e+04
1.551140e-01 9.139451e+03 1.275089e+02 9.262547e+03 9.233216e+03
1.651020e-01 8.380454e+03 1.191531e+02 8.385037e+03 8.419996e+03
1.751050e-01 7.853278e+03 1.031396e+02 7.675023e+03 7.719342e+03
1.850970e-01 7.053204e+03 8.943816e+01 7.094093e+03 7.113766e+03
1.950850e-01 6.566326e+03 8.345461e+01 6.592230e+03 6.586672e+03

#B	A1	A2	A3	BSGC	ASGC1	ASGC2	ASGC3	Sigmanl_para 	 Sigmanl_perp 	 beta 	 alpha_para 	 alpha_perp 	 chi2	 Npoints-dof
#3.604029e+00	3.711714e+03	-1.927532e+03	7.015352e+02	5.925879e+00	5.230672e+03	1.118697e+03	-4.337405e+02	1.385000e+01	 9.030000e+00	 3.972750e-01	 1.022067e+00	 1.060809e+00	 6.221375e+01	 72-17
