#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 2.884091e+04 9.002477e+03 2.845983e+04
3.546900e-02 1.972105e+04 5.550014e+03 2.212385e+04
4.536800e-02 1.492490e+04 3.442054e+03 1.720298e+04
5.531400e-02 1.825359e+04 2.397204e+03 1.410542e+04
6.525800e-02 1.385291e+04 1.848165e+03 1.164472e+04
7.520900e-02 9.430918e+03 1.427121e+03 9.221121e+03
8.517500e-02 6.515471e+03 1.034219e+03 7.146577e+03
9.515700e-02 4.707263e+03 8.162805e+02 5.674879e+03
1.051620e-01 4.933776e+03 6.718356e+02 4.683074e+03
1.151480e-01 3.421460e+03 5.420027e+02 3.901387e+03
1.251460e-01 3.624950e+03 4.535195e+02 3.207662e+03
1.351460e-01 2.639522e+03 3.868590e+02 2.649491e+03
1.451320e-01 2.719486e+03 3.405732e+02 2.305766e+03
1.551140e-01 2.495546e+03 2.970613e+02 2.110387e+03
1.651020e-01 1.898010e+03 2.568253e+02 1.956028e+03
1.751050e-01 1.826668e+03 2.270777e+02 1.761013e+03
1.850970e-01 1.622343e+03 2.048604e+02 1.602621e+03
1.950850e-01 1.381802e+03 1.783345e+02 1.486238e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#0.974882	0.999595	0.590209	1.164485	-1.488303	2.288252	5.953057	1.164485	-1.488303	2.288252	5.953057	63.096300 	 72-11
