#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 5.918048e+04 3.941315e+03 6.201568e+04
3.546900e-02 4.833286e+04 2.332223e+03 4.953471e+04
4.536800e-02 4.118309e+04 1.472100e+03 3.994855e+04
5.531400e-02 3.342631e+04 1.019281e+03 3.409403e+04
6.525800e-02 3.008721e+04 7.510858e+02 2.991408e+04
7.520900e-02 2.591219e+04 5.977086e+02 2.574753e+04
8.517500e-02 2.208365e+04 4.420094e+02 2.157648e+04
9.515700e-02 1.789894e+04 3.528053e+02 1.808188e+04
1.051620e-01 1.581170e+04 2.743676e+02 1.561908e+04
1.151480e-01 1.404086e+04 2.399903e+02 1.398843e+04
1.251460e-01 1.264238e+04 1.933166e+02 1.268317e+04
1.351460e-01 1.146066e+04 1.725968e+02 1.142500e+04
1.451320e-01 1.024004e+04 1.416208e+02 1.022341e+04
1.551140e-01 9.127943e+03 1.252944e+02 9.158262e+03
1.651020e-01 8.252326e+03 1.169454e+02 8.325402e+03
1.751050e-01 7.636086e+03 1.025878e+02 7.677455e+03
1.850970e-01 7.087490e+03 8.678640e+01 7.127802e+03
1.950850e-01 6.771664e+03 8.042484e+01 6.645440e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#0.974882	0.999595	0.590209	1.164485	-1.488303	2.288252	5.953057	1.164485	-1.488303	2.288252	5.953057	63.096300 	 72-11
