#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 5.751271e+04 2.545024e+03 5.903849e+04
3.546900e-02 4.431703e+04 1.402254e+03 4.654777e+04
4.537800e-02 3.707550e+04 8.959835e+02 3.713377e+04
5.528000e-02 3.202077e+04 6.492799e+02 3.172455e+04
6.523200e-02 2.863440e+04 4.743030e+02 2.802900e+04
7.522900e-02 2.494665e+04 3.536445e+02 2.422598e+04
8.519300e-02 2.014602e+04 2.808882e+02 2.027377e+04
9.516600e-02 1.687138e+04 2.212556e+02 1.692293e+04
1.051550e-01 1.448843e+04 1.732168e+02 1.461564e+04
1.151310e-01 1.325400e+04 1.462162e+02 1.317393e+04
1.251240e-01 1.199411e+04 1.256686e+02 1.204185e+04
1.351250e-01 1.086863e+04 1.154657e+02 1.089671e+04
1.451200e-01 9.791685e+03 9.419011e+01 9.741443e+03
1.551180e-01 8.669078e+03 8.525861e+01 8.682451e+03
1.651050e-01 7.871783e+03 7.613823e+01 7.850007e+03
1.750880e-01 7.147658e+03 6.951616e+01 7.206615e+03
1.850890e-01 6.677703e+03 6.273365e+01 6.651512e+03
1.950930e-01 6.175468e+03 5.500268e+01 6.155158e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#0.977554	1.001466	0.511824	1.162659	-0.331961	1.256582	4.316037	1.162659	-0.331961	1.256582	4.316037	56.038600 	 72-11
