#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 5.783711e+04 2.545024e+03 5.795331e+04
3.546900e-02 4.722999e+04 1.402254e+03 4.584708e+04
4.537800e-02 3.804740e+04 8.959835e+02 3.654277e+04
5.528000e-02 3.105419e+04 6.492799e+02 3.118188e+04
6.523200e-02 2.681775e+04 4.743030e+02 2.762969e+04
7.522900e-02 2.383210e+04 3.536445e+02 2.403347e+04
8.519300e-02 2.004769e+04 2.808882e+02 2.019943e+04
9.516600e-02 1.693068e+04 2.212556e+02 1.685413e+04
1.051550e-01 1.461185e+04 1.732168e+02 1.450671e+04
1.151310e-01 1.309934e+04 1.462162e+02 1.306030e+04
1.251240e-01 1.196496e+04 1.256686e+02 1.197149e+04
1.351250e-01 1.109619e+04 1.154657e+02 1.087850e+04
1.451200e-01 9.673044e+03 9.419011e+01 9.739369e+03
1.551180e-01 8.644622e+03 8.525861e+01 8.663478e+03
1.651050e-01 7.751200e+03 7.613823e+01 7.804745e+03
1.750880e-01 7.097578e+03 6.951616e+01 7.153283e+03
1.850890e-01 6.578460e+03 6.273365e+01 6.595289e+03
1.950930e-01 6.162941e+03 5.500268e+01 6.097435e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.015643	0.996024	0.447231	1.205897	0.905469	0.944600	3.928577	1.205897	0.905469	0.944600	3.928577	63.325240 	 72-11
