#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 1.912969e+04 5.728861e+03 2.468016e+04
3.546900e-02 1.743401e+04 3.203750e+03 1.910086e+04
4.537800e-02 1.780587e+04 2.088008e+03 1.503141e+04
5.528000e-02 1.234685e+04 1.488664e+03 1.270232e+04
6.523200e-02 1.098069e+04 1.105007e+03 1.092693e+04
7.522900e-02 9.549553e+03 8.147362e+02 9.042519e+03
8.519300e-02 7.454117e+03 6.423518e+02 7.271209e+03
9.516600e-02 5.206620e+03 5.006437e+02 5.926758e+03
1.051550e-01 5.028082e+03 4.015148e+02 5.017949e+03
1.151310e-01 4.186199e+03 3.337855e+02 4.344432e+03
1.251240e-01 3.526197e+03 2.927085e+02 3.740110e+03
1.351250e-01 2.978856e+03 2.445238e+02 3.212560e+03
1.451200e-01 3.066937e+03 2.176334e+02 2.802806e+03
1.551180e-01 2.577068e+03 1.810367e+02 2.501001e+03
1.651050e-01 2.402642e+03 1.599251e+02 2.237937e+03
1.750880e-01 2.229414e+03 1.493945e+02 1.949766e+03
1.850890e-01 1.731376e+03 1.312579e+02 1.691478e+03
1.950930e-01 1.320303e+03 1.213833e+02 1.474719e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#0.983456	0.992857	0.487187	1.134270	-0.855472	1.458485	4.462515	1.134270	-0.855472	1.458485	4.462515	69.750930 	 72-11
