#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 6.170116e+04 2.545024e+03 5.823564e+04
3.546900e-02 4.567589e+04 1.402254e+03 4.589312e+04
4.537800e-02 3.658957e+04 8.959835e+02 3.672247e+04
5.528000e-02 3.132093e+04 6.492799e+02 3.145909e+04
6.523200e-02 2.793835e+04 4.743030e+02 2.778340e+04
7.522900e-02 2.406438e+04 3.536445e+02 2.394049e+04
8.519300e-02 1.995800e+04 2.808882e+02 1.999383e+04
9.516600e-02 1.656412e+04 2.212556e+02 1.672370e+04
1.051550e-01 1.435460e+04 1.732168e+02 1.451591e+04
1.151310e-01 1.311316e+04 1.462162e+02 1.313216e+04
1.251240e-01 1.199692e+04 1.256686e+02 1.198646e+04
1.351250e-01 1.082575e+04 1.154657e+02 1.079960e+04
1.451200e-01 9.734587e+03 9.419011e+01 9.621975e+03
1.551180e-01 8.590820e+03 8.525861e+01 8.583284e+03
1.651050e-01 7.735365e+03 7.613823e+01 7.792959e+03
1.750880e-01 7.085459e+03 6.951616e+01 7.178629e+03
1.850890e-01 6.647416e+03 6.273365e+01 6.628453e+03
1.950930e-01 6.165160e+03 5.500268e+01 6.118118e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.018441	0.959433	0.461474	1.166214	1.115186	0.879611	4.170607	1.166214	1.115186	0.879611	4.170607	40.694850 	 72-11
