#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 1.933522e+04 5.728861e+03 2.496299e+04
3.546900e-02 1.982174e+04 3.203750e+03 1.911075e+04
4.537800e-02 1.702361e+04 2.088008e+03 1.508499e+04
5.528000e-02 1.153586e+04 1.488664e+03 1.287863e+04
6.523200e-02 1.124357e+04 1.105007e+03 1.110438e+04
7.522900e-02 9.112960e+03 8.147362e+02 9.089620e+03
8.519300e-02 6.954987e+03 6.423518e+02 7.234111e+03
9.516600e-02 5.754538e+03 5.006437e+02 5.927415e+03
1.051550e-01 4.889618e+03 4.015148e+02 5.136997e+03
1.151310e-01 4.346161e+03 3.337855e+02 4.553957e+03
1.251240e-01 3.741592e+03 2.927085e+02 3.944240e+03
1.351250e-01 3.502261e+03 2.445238e+02 3.348071e+03
1.451200e-01 2.793205e+03 2.176334e+02 2.886286e+03
1.551180e-01 2.552318e+03 1.810367e+02 2.577839e+03
1.651050e-01 2.299115e+03 1.599251e+02 2.349247e+03
1.750880e-01 2.159199e+03 1.493945e+02 2.074710e+03
1.850890e-01 1.867080e+03 1.312579e+02 1.796497e+03
1.950930e-01 1.454283e+03 1.213833e+02 1.542443e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#0.978662	1.021685	0.509216	1.155589	-0.691189	1.428246	4.217003	1.155589	-0.691189	1.428246	4.217003	51.172750 	 72-11
