#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 6.573346e+04 3.941315e+03 6.106987e+04
3.546900e-02 4.930437e+04 2.332223e+03 4.912045e+04
4.536800e-02 4.039188e+04 1.472100e+03 3.960976e+04
5.531400e-02 3.437048e+04 1.019281e+03 3.377528e+04
6.525800e-02 2.981812e+04 7.510858e+02 2.980661e+04
7.520900e-02 2.556709e+04 5.977086e+02 2.594618e+04
8.517500e-02 2.203536e+04 4.420094e+02 2.192542e+04
9.515700e-02 1.900920e+04 3.528053e+02 1.839116e+04
1.051620e-01 1.620249e+04 2.743676e+02 1.581272e+04
1.151480e-01 1.413050e+04 2.399903e+02 1.413016e+04
1.251460e-01 1.287042e+04 1.933166e+02 1.284368e+04
1.351460e-01 1.146697e+04 1.725968e+02 1.161481e+04
1.451320e-01 1.038565e+04 1.416208e+02 1.039053e+04
1.551140e-01 9.117211e+03 1.252944e+02 9.259848e+03
1.651020e-01 8.538931e+03 1.169454e+02 8.343670e+03
1.751050e-01 7.642260e+03 1.025878e+02 7.639705e+03
1.850970e-01 6.979553e+03 8.678640e+01 7.037348e+03
1.950850e-01 6.560832e+03 8.042484e+01 6.501637e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.115200	0.961290	0.378353	1.261321	-1.503330	2.320218	5.837721	1.261321	-1.503330	2.320218	5.837721	64.341900 	 72-11
