#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 6.295472e+04 3.941315e+03 6.171456e+04
3.546900e-02 5.207460e+04 2.332223e+03 4.951201e+04
4.536800e-02 4.189662e+04 1.472100e+03 4.000881e+04
5.531400e-02 3.385891e+04 1.019281e+03 3.416148e+04
6.525800e-02 2.936392e+04 7.510858e+02 3.002904e+04
7.520900e-02 2.566052e+04 5.977086e+02 2.593965e+04
8.517500e-02 2.170600e+04 4.420094e+02 2.181406e+04
9.515700e-02 1.796236e+04 3.528053e+02 1.832203e+04
1.051620e-01 1.583787e+04 2.743676e+02 1.583215e+04
1.151480e-01 1.408204e+04 2.399903e+02 1.416810e+04
1.251460e-01 1.286919e+04 1.933166e+02 1.282277e+04
1.351460e-01 1.160338e+04 1.725968e+02 1.153318e+04
1.451320e-01 1.015112e+04 1.416208e+02 1.029357e+04
1.551140e-01 9.324735e+03 1.252944e+02 9.204761e+03
1.651020e-01 8.259214e+03 1.169454e+02 8.351844e+03
1.751050e-01 7.522106e+03 1.025878e+02 7.682358e+03
1.850970e-01 7.069827e+03 8.678640e+01 7.095655e+03
1.950850e-01 6.654768e+03 8.042484e+01 6.564093e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.116294	0.937540	0.412132	1.284126	0.479103	1.041432	4.823782	1.284126	0.479103	1.041432	4.823782	58.078720 	 72-11
