#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 1.518231e+04 5.728861e+03 2.314770e+04
3.546900e-02 1.573419e+04 3.203750e+03 1.789893e+04
4.537800e-02 1.829048e+04 2.088008e+03 1.413804e+04
5.528000e-02 1.173841e+04 1.488664e+03 1.201861e+04
6.523200e-02 9.201300e+03 1.105007e+03 1.038613e+04
7.522900e-02 8.653968e+03 8.147362e+02 8.613852e+03
8.519300e-02 7.272175e+03 6.423518e+02 6.943230e+03
9.516600e-02 6.222117e+03 5.006437e+02 5.689124e+03
1.051550e-01 5.159008e+03 4.015148e+02 4.858572e+03
1.151310e-01 4.287192e+03 3.337855e+02 4.246913e+03
1.251240e-01 3.823276e+03 2.927085e+02 3.681680e+03
1.351250e-01 3.382244e+03 2.445238e+02 3.171995e+03
1.451200e-01 2.649805e+03 2.176334e+02 2.774336e+03
1.551180e-01 2.539106e+03 1.810367e+02 2.484137e+03
1.651050e-01 2.145814e+03 1.599251e+02 2.235776e+03
1.750880e-01 1.977808e+03 1.493945e+02 1.959646e+03
1.850890e-01 1.739729e+03 1.312579e+02 1.706791e+03
1.950930e-01 1.500737e+03 1.213833e+02 1.490774e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#0.981771	0.994897	0.455334	1.187531	-0.413384	1.202506	3.903824	1.187531	-0.413384	1.202506	3.903824	72.335050 	 72-11
