#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 1.628188e+04 5.728861e+03 2.303545e+04
3.546900e-02 1.989295e+04 3.203750e+03 1.878734e+04
4.537800e-02 1.650672e+04 2.088008e+03 1.472631e+04
5.528000e-02 9.955307e+03 1.488664e+03 1.209713e+04
6.523200e-02 1.343023e+04 1.105007e+03 1.051284e+04
7.522900e-02 9.898153e+03 8.147362e+02 9.256515e+03
8.519300e-02 6.952433e+03 6.423518e+02 7.845400e+03
9.516600e-02 6.301751e+03 5.006437e+02 6.382564e+03
1.051550e-01 4.945959e+03 4.015148e+02 5.108000e+03
1.151310e-01 4.123803e+03 3.337855e+02 4.195475e+03
1.251240e-01 3.685083e+03 2.927085e+02 3.629173e+03
1.351250e-01 3.286023e+03 2.445238e+02 3.270642e+03
1.451200e-01 3.022633e+03 2.176334e+02 2.941332e+03
1.551180e-01 2.844532e+03 1.810367e+02 2.601847e+03
1.651050e-01 2.398360e+03 1.599251e+02 2.238606e+03
1.750880e-01 1.988100e+03 1.493945e+02 1.919045e+03
1.850890e-01 1.604985e+03 1.312579e+02 1.677595e+03
1.950930e-01 1.494944e+03 1.213833e+02 1.498077e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.050430	0.972175	0.434722	1.198604	-0.670595	1.376724	4.377218	1.198604	-0.670595	1.376724	4.377218	56.317330 	 72-11
