#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 6.334656e+04 2.545024e+03 5.864563e+04
3.546900e-02 4.801522e+04 1.402254e+03 4.639223e+04
4.537800e-02 3.887851e+04 8.959835e+02 3.714120e+04
5.528000e-02 3.179957e+04 6.492799e+02 3.177102e+04
6.523200e-02 2.736003e+04 4.743030e+02 2.803848e+04
7.522900e-02 2.395422e+04 3.536445e+02 2.419577e+04
8.519300e-02 2.008633e+04 2.808882e+02 2.024205e+04
9.516600e-02 1.709395e+04 2.212556e+02 1.691173e+04
1.051550e-01 1.483050e+04 1.732168e+02 1.461816e+04
1.151310e-01 1.306058e+04 1.462162e+02 1.316238e+04
1.251240e-01 1.191499e+04 1.256686e+02 1.200079e+04
1.351250e-01 1.080323e+04 1.154657e+02 1.083556e+04
1.451200e-01 9.753019e+03 9.419011e+01 9.675817e+03
1.551180e-01 8.602438e+03 8.525861e+01 8.628983e+03
1.651050e-01 7.760191e+03 7.613823e+01 7.818500e+03
1.750880e-01 7.214560e+03 6.951616e+01 7.191664e+03
1.850890e-01 6.619852e+03 6.273365e+01 6.650101e+03
1.950930e-01 6.237284e+03 5.500268e+01 6.165386e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#0.983356	0.994220	0.522673	1.135069	-1.185696	1.645520	5.011292	1.135069	-1.185696	1.645520	5.011292	62.911200 	 72-11
