#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 6.064424e+04 2.545024e+03 5.727001e+04
3.546900e-02 4.532450e+04 1.402254e+03 4.559596e+04
4.537800e-02 3.744502e+04 8.959835e+02 3.650529e+04
5.528000e-02 3.091510e+04 6.492799e+02 3.115475e+04
6.523200e-02 2.776124e+04 4.743030e+02 2.756503e+04
7.522900e-02 2.404921e+04 3.536445e+02 2.397747e+04
8.519300e-02 2.007945e+04 2.808882e+02 2.018920e+04
9.516600e-02 1.701012e+04 2.212556e+02 1.687838e+04
1.051550e-01 1.457721e+04 1.732168e+02 1.452409e+04
1.151310e-01 1.306682e+04 1.462162e+02 1.304556e+04
1.251240e-01 1.186370e+04 1.256686e+02 1.192322e+04
1.351250e-01 1.077005e+04 1.154657e+02 1.080769e+04
1.451200e-01 9.701838e+03 9.419011e+01 9.668103e+03
1.551180e-01 8.571891e+03 8.525861e+01 8.610874e+03
1.651050e-01 7.763071e+03 7.613823e+01 7.772629e+03
1.750880e-01 7.078434e+03 6.951616e+01 7.141662e+03
1.850890e-01 6.608831e+03 6.273365e+01 6.600324e+03
1.950930e-01 6.212603e+03 5.500268e+01 6.115721e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.069448	0.972814	0.402033	1.201773	-0.798603	1.464298	4.304718	1.201773	-0.798603	1.464298	4.304718	48.058700 	 72-11
