#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 2.244953e+04 5.728861e+03 2.410267e+04
3.546900e-02 2.064637e+04 3.203750e+03 1.894522e+04
4.537800e-02 1.559933e+04 2.088008e+03 1.494218e+04
5.528000e-02 9.786253e+03 1.488664e+03 1.260370e+04
6.523200e-02 1.037512e+04 1.105007e+03 1.095051e+04
7.522900e-02 8.444155e+03 8.147362e+02 9.274496e+03
8.519300e-02 7.927897e+03 6.423518e+02 7.599524e+03
9.516600e-02 6.191103e+03 5.006437e+02 6.222616e+03
1.051550e-01 5.206458e+03 4.015148e+02 5.237288e+03
1.151310e-01 4.953571e+03 3.337855e+02 4.532021e+03
1.251240e-01 4.050449e+03 2.927085e+02 3.939324e+03
1.351250e-01 3.604226e+03 2.445238e+02 3.419663e+03
1.451200e-01 3.146225e+03 2.176334e+02 2.988680e+03
1.551180e-01 2.345050e+03 1.810367e+02 2.649157e+03
1.651050e-01 2.498369e+03 1.599251e+02 2.355370e+03
1.750880e-01 1.758714e+03 1.493945e+02 2.047343e+03
1.850890e-01 1.897296e+03 1.312579e+02 1.757558e+03
1.950930e-01 1.474634e+03 1.213833e+02 1.503049e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.009638	1.007268	0.480176	1.154829	-0.548535	1.438619	4.327592	1.154829	-0.548535	1.438619	4.327592	71.548870 	 72-11
