#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 2.954427e+04 9.002477e+03 2.720087e+04
3.546900e-02 2.636210e+04 5.550014e+03 2.042056e+04
4.536800e-02 1.908342e+04 3.442054e+03 1.651858e+04
5.531400e-02 1.257016e+04 2.397204e+03 1.419457e+04
6.525800e-02 1.151206e+04 1.848165e+03 1.163772e+04
7.520900e-02 8.128962e+03 1.427121e+03 8.808622e+03
8.517500e-02 7.139002e+03 1.034219e+03 6.847750e+03
9.515700e-02 5.946918e+03 8.162805e+02 5.889186e+03
1.051620e-01 4.509083e+03 6.718356e+02 5.364200e+03
1.151480e-01 4.376896e+03 5.420027e+02 4.668840e+03
1.251460e-01 4.059583e+03 4.535195e+02 3.826758e+03
1.351460e-01 3.023426e+03 3.868590e+02 3.165950e+03
1.451320e-01 2.818426e+03 3.405732e+02 2.780486e+03
1.551140e-01 2.789316e+03 2.970613e+02 2.563646e+03
1.651020e-01 2.387564e+03 2.568253e+02 2.326877e+03
1.751050e-01 2.169111e+03 2.270777e+02 2.009588e+03
1.850970e-01 1.650440e+03 2.048604e+02 1.745691e+03
1.950850e-01 1.378019e+03 1.783345e+02 1.539808e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#0.890669	1.000644	0.560183	1.141460	-1.200233	1.765699	4.756336	1.141460	-1.200233	1.765699	4.756336	68.750180 	 72-11
