#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 6.249019e+04 3.941315e+03 5.970069e+04
3.546900e-02 5.308571e+04 2.332223e+03 4.801283e+04
4.536800e-02 4.001901e+04 1.472100e+03 3.876773e+04
5.531400e-02 3.185556e+04 1.019281e+03 3.312577e+04
6.525800e-02 2.887177e+04 7.510858e+02 2.927036e+04
7.520900e-02 2.523763e+04 5.977086e+02 2.548772e+04
8.517500e-02 2.218056e+04 4.420094e+02 2.154068e+04
9.515700e-02 1.776442e+04 3.528053e+02 1.808450e+04
1.051620e-01 1.563639e+04 2.743676e+02 1.558832e+04
1.151480e-01 1.412537e+04 2.399903e+02 1.397250e+04
1.251460e-01 1.263192e+04 1.933166e+02 1.274477e+04
1.351460e-01 1.186253e+04 1.725968e+02 1.156279e+04
1.451320e-01 1.025732e+04 1.416208e+02 1.037666e+04
1.551140e-01 9.286865e+03 1.252944e+02 9.273746e+03
1.651020e-01 8.536488e+03 1.169454e+02 8.389789e+03
1.751050e-01 7.703425e+03 1.025878e+02 7.714797e+03
1.850970e-01 7.137827e+03 8.678640e+01 7.145681e+03
1.950850e-01 6.594427e+03 8.042484e+01 6.646464e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.027543	0.997990	0.468796	1.205995	-1.311793	2.209314	5.278314	1.205995	-1.311793	2.209314	5.278314	68.236980 	 72-11
