#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 6.269550e+04 2.545024e+03 5.720036e+04
3.546900e-02 4.753630e+04 1.402254e+03 4.544330e+04
4.537800e-02 3.757879e+04 8.959835e+02 3.631511e+04
5.528000e-02 3.086492e+04 6.492799e+02 3.099396e+04
6.523200e-02 2.727174e+04 4.743030e+02 2.745557e+04
7.522900e-02 2.414576e+04 3.536445e+02 2.391558e+04
8.519300e-02 2.037162e+04 2.808882e+02 2.015434e+04
9.516600e-02 1.682383e+04 2.212556e+02 1.685516e+04
1.051550e-01 1.450634e+04 1.732168e+02 1.451239e+04
1.151310e-01 1.308230e+04 1.462162e+02 1.304954e+04
1.251240e-01 1.184004e+04 1.256686e+02 1.195793e+04
1.351250e-01 1.080563e+04 1.154657e+02 1.088437e+04
1.451200e-01 9.743090e+03 9.419011e+01 9.777008e+03
1.551180e-01 8.680733e+03 8.525861e+01 8.730809e+03
1.651050e-01 7.843022e+03 7.613823e+01 7.890197e+03
1.750880e-01 7.258418e+03 6.951616e+01 7.252289e+03
1.850890e-01 6.678021e+03 6.273365e+01 6.712337e+03
1.950930e-01 6.300421e+03 5.500268e+01 6.237020e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.009638	1.007268	0.480176	1.154829	-0.548535	1.438619	4.327592	1.154829	-0.548535	1.438619	4.327592	71.548870 	 72-11
