#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 7.068932e+04 3.941315e+03 6.338006e+04
3.546900e-02 5.132450e+04 2.332223e+03 5.006158e+04
4.536800e-02 4.108812e+04 1.472100e+03 4.041858e+04
5.531400e-02 3.329319e+04 1.019281e+03 3.470036e+04
6.525800e-02 3.163386e+04 7.510858e+02 3.043114e+04
7.520900e-02 2.597912e+04 5.977086e+02 2.595469e+04
8.517500e-02 2.183555e+04 4.420094e+02 2.158710e+04
9.515700e-02 1.775847e+04 3.528053e+02 1.813566e+04
1.051620e-01 1.543708e+04 2.743676e+02 1.583473e+04
1.151480e-01 1.439516e+04 2.399903e+02 1.430760e+04
1.251460e-01 1.304169e+04 1.933166e+02 1.296107e+04
1.351460e-01 1.161618e+04 1.725968e+02 1.159941e+04
1.451320e-01 1.018501e+04 1.416208e+02 1.031691e+04
1.551140e-01 9.306102e+03 1.252944e+02 9.232954e+03
1.651020e-01 8.461213e+03 1.169454e+02 8.400619e+03
1.751050e-01 7.670818e+03 1.025878e+02 7.736316e+03
1.850970e-01 7.001912e+03 8.678640e+01 7.144056e+03
1.950850e-01 6.620486e+03 8.042484e+01 6.600260e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#0.930038	0.974989	0.517139	1.173536	-1.095786	1.689384	4.457124	1.173536	-1.095786	1.689384	4.457124	77.388200 	 72-11
