#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 5.943770e+04 2.545024e+03 5.817690e+04
3.546900e-02 4.680619e+04 1.402254e+03 4.611976e+04
4.537800e-02 3.711493e+04 8.959835e+02 3.685279e+04
5.528000e-02 3.169331e+04 6.492799e+02 3.147137e+04
6.523200e-02 2.790268e+04 4.743030e+02 2.784937e+04
7.522900e-02 2.390018e+04 3.536445e+02 2.417517e+04
8.519300e-02 2.023538e+04 2.808882e+02 2.029725e+04
9.516600e-02 1.724112e+04 2.212556e+02 1.694085e+04
1.051550e-01 1.468191e+04 1.732168e+02 1.459335e+04
1.151310e-01 1.316435e+04 1.462162e+02 1.313303e+04
1.251240e-01 1.185186e+04 1.256686e+02 1.201574e+04
1.351250e-01 1.092492e+04 1.154657e+02 1.089431e+04
1.451200e-01 9.708784e+03 9.419011e+01 9.741768e+03
1.551180e-01 8.621273e+03 8.525861e+01 8.670338e+03
1.651050e-01 7.838485e+03 7.613823e+01 7.830258e+03
1.750880e-01 7.309647e+03 6.951616e+01 7.195028e+03
1.850890e-01 6.618596e+03 6.273365e+01 6.649513e+03
1.950930e-01 6.158896e+03 5.500268e+01 6.161088e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.025990	0.986379	0.436944	1.211277	-0.318539	1.215401	4.273880	1.211277	-0.318539	1.215401	4.273880	52.546150 	 72-11
