#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 1.019200e+04 9.002477e+03 1.987243e+04
3.546900e-02 8.305875e+03 5.550014e+03 1.709186e+04
4.536800e-02 1.131272e+04 3.442054e+03 1.356510e+04
5.531400e-02 1.467496e+04 2.397204e+03 1.100994e+04
6.525800e-02 1.063927e+04 1.848165e+03 9.596764e+03
7.520900e-02 8.113743e+03 1.427121e+03 8.707464e+03
8.517500e-02 7.788901e+03 1.034219e+03 7.610956e+03
9.515700e-02 7.333759e+03 8.162805e+02 6.240390e+03
1.051620e-01 3.723863e+03 6.718356e+02 4.887636e+03
1.151480e-01 3.374615e+03 5.420027e+02 3.914444e+03
1.251460e-01 4.154427e+03 4.535195e+02 3.387850e+03
1.351460e-01 3.405416e+03 3.868590e+02 3.108315e+03
1.451320e-01 2.530957e+03 3.405732e+02 2.841615e+03
1.551140e-01 2.451831e+03 2.970613e+02 2.505219e+03
1.651020e-01 2.110947e+03 2.568253e+02 2.101333e+03
1.751050e-01 1.548007e+03 2.270777e+02 1.768326e+03
1.850970e-01 1.814865e+03 2.048604e+02 1.547114e+03
1.950850e-01 1.393201e+03 1.783345e+02 1.404257e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.070405	0.955416	0.371346	1.277242	0.236629	1.074676	4.524515	1.277242	0.236629	1.074676	4.524515	65.756250 	 72-11
