#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 6.247872e+04 2.545024e+03 5.779004e+04
3.546900e-02 4.742790e+04 1.402254e+03 4.571850e+04
4.537800e-02 3.536352e+04 8.959835e+02 3.650527e+04
5.528000e-02 3.077388e+04 6.492799e+02 3.120967e+04
6.523200e-02 2.770039e+04 4.743030e+02 2.766775e+04
7.522900e-02 2.389305e+04 3.536445e+02 2.405422e+04
8.519300e-02 2.061553e+04 2.808882e+02 2.022705e+04
9.516600e-02 1.696108e+04 2.212556e+02 1.691548e+04
1.051550e-01 1.477258e+04 1.732168e+02 1.460436e+04
1.151310e-01 1.352516e+04 1.462162e+02 1.317006e+04
1.251240e-01 1.190102e+04 1.256686e+02 1.206795e+04
1.351250e-01 1.081132e+04 1.154657e+02 1.095482e+04
1.451200e-01 9.818257e+03 9.419011e+01 9.804801e+03
1.551180e-01 8.689638e+03 8.525861e+01 8.729455e+03
1.651050e-01 7.788443e+03 7.613823e+01 7.874862e+03
1.750880e-01 7.112360e+03 6.951616e+01 7.218460e+03
1.850890e-01 6.758330e+03 6.273365e+01 6.650754e+03
1.950930e-01 6.154080e+03 5.500268e+01 6.140670e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.012109	0.991245	0.462652	1.160037	2.030827	1.035558	4.297659	1.160037	2.030827	1.035558	4.297659	66.299130 	 72-11
