#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 6.814531e+04 3.941315e+03 -3.650174e+03
3.546900e-02 5.153153e+04 2.332223e+03 -3.650174e+03
4.536800e-02 4.236011e+04 1.472100e+03 -3.650172e+03
5.531400e-02 3.507609e+04 1.019281e+03 -3.650174e+03
6.525800e-02 2.965056e+04 7.510858e+02 -3.650174e+03
7.520900e-02 2.636857e+04 5.977086e+02 -3.650175e+03
8.517500e-02 2.213243e+04 4.420094e+02 -3.650175e+03
9.515700e-02 1.851615e+04 3.528053e+02 -3.650176e+03
1.051620e-01 1.524203e+04 2.743676e+02 -3.650178e+03
1.151480e-01 1.428685e+04 2.399903e+02 -3.650179e+03
1.251460e-01 1.273627e+04 1.933166e+02 -3.650180e+03
1.351460e-01 1.161427e+04 1.725968e+02 -3.650182e+03
1.451320e-01 1.041225e+04 1.416208e+02 -3.650183e+03
1.551140e-01 9.146812e+03 1.252944e+02 -3.650185e+03
1.651020e-01 8.369415e+03 1.169454e+02 -3.650187e+03
1.751050e-01 7.587820e+03 1.025878e+02 -3.650189e+03
1.850970e-01 7.103739e+03 8.678640e+01 -3.650191e+03
1.950850e-01 6.621048e+03 8.042484e+01 -3.650193e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#0.617420	1.373707	3.500742	1.326693	-3.851722	-3.879450	4.658952	1.326693	-3.851722	-3.879450	4.658952	39751.950000 	 72-11
