#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 2.870315e+04 5.728861e+03 2.656412e+04
3.546900e-02 2.459022e+04 3.203750e+03 2.054647e+04
4.537800e-02 1.403239e+04 2.088008e+03 1.613968e+04
5.528000e-02 1.292051e+04 1.488664e+03 1.360359e+04
6.523200e-02 9.883216e+03 1.105007e+03 1.167002e+04
7.522900e-02 9.171354e+03 8.147362e+02 9.635352e+03
8.519300e-02 7.135848e+03 6.423518e+02 7.738966e+03
9.516600e-02 6.912661e+03 5.006437e+02 6.307705e+03
1.051550e-01 5.508746e+03 4.015148e+02 5.342823e+03
1.151310e-01 4.593493e+03 3.337855e+02 4.626285e+03
1.251240e-01 4.046725e+03 2.927085e+02 3.985845e+03
1.351250e-01 3.289348e+03 2.445238e+02 3.433282e+03
1.451200e-01 2.908381e+03 2.176334e+02 3.012101e+03
1.551180e-01 2.911245e+03 1.810367e+02 2.708124e+03
1.651050e-01 2.405422e+03 1.599251e+02 2.444982e+03
1.750880e-01 2.178498e+03 1.493945e+02 2.153286e+03
1.850890e-01 1.791904e+03 1.312579e+02 1.893031e+03
1.950930e-01 1.677931e+03 1.213833e+02 1.675601e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#0.983356	0.994220	0.522673	1.135069	-1.185696	1.645520	5.011292	1.135069	-1.185696	1.645520	5.011292	62.911200 	 72-11
