#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 6.004951e+04 2.545024e+03 5.812199e+04
3.546900e-02 4.713351e+04 1.402254e+03 4.578535e+04
4.537800e-02 3.764345e+04 8.959835e+02 3.676128e+04
5.528000e-02 3.096684e+04 6.492799e+02 3.155269e+04
6.523200e-02 2.723475e+04 4.743030e+02 2.778656e+04
7.522900e-02 2.422231e+04 3.536445e+02 2.381338e+04
8.519300e-02 1.989940e+04 2.808882e+02 1.984514e+04
9.516600e-02 1.683812e+04 2.212556e+02 1.664921e+04
1.051550e-01 1.462747e+04 1.732168e+02 1.452445e+04
1.151310e-01 1.317363e+04 1.462162e+02 1.314999e+04
1.251240e-01 1.193099e+04 1.256686e+02 1.195732e+04
1.351250e-01 1.074880e+04 1.154657e+02 1.073869e+04
1.451200e-01 9.480116e+03 9.419011e+01 9.567362e+03
1.551180e-01 8.510636e+03 8.525861e+01 8.574292e+03
1.651050e-01 7.761358e+03 7.613823e+01 7.834556e+03
1.750880e-01 7.272507e+03 6.951616e+01 7.245260e+03
1.850890e-01 6.777109e+03 6.273365e+01 6.708012e+03
1.950930e-01 6.213288e+03 5.500268e+01 6.204083e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.035100	0.932549	0.441090	1.128449	-1.009992	1.535103	5.355365	1.128449	-1.009992	1.535103	5.355365	53.418520 	 72-11
