#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 2.883674e+04 5.728861e+03 2.432009e+04
3.546900e-02 2.032248e+04 3.203750e+03 1.968983e+04
4.537800e-02 1.573491e+04 2.088008e+03 1.548049e+04
5.528000e-02 1.204991e+04 1.488664e+03 1.280610e+04
6.523200e-02 1.101909e+04 1.105007e+03 1.112944e+04
7.522900e-02 8.850206e+03 8.147362e+02 9.714214e+03
8.519300e-02 7.385120e+03 6.423518e+02 8.180611e+03
9.516600e-02 6.077690e+03 5.006437e+02 6.681600e+03
1.051550e-01 6.031890e+03 4.015148e+02 5.420690e+03
1.151310e-01 4.770274e+03 3.337855e+02 4.508121e+03
1.251240e-01 3.767417e+03 2.927085e+02 3.881596e+03
1.351250e-01 3.336745e+03 2.445238e+02 3.420404e+03
1.451200e-01 2.929391e+03 2.176334e+02 3.021869e+03
1.551180e-01 2.992924e+03 1.810367e+02 2.645117e+03
1.651050e-01 2.453626e+03 1.599251e+02 2.258996e+03
1.750880e-01 1.838410e+03 1.493945e+02 1.892007e+03
1.850890e-01 1.411984e+03 1.312579e+02 1.584257e+03
1.950930e-01 1.387017e+03 1.213833e+02 1.334870e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.045015	0.985990	0.469234	1.197441	1.058417	0.935318	4.031664	1.197441	1.058417	0.935318	4.031664	57.456670 	 72-11
