#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 5.882223e+04 2.545024e+03 5.650009e+04
3.546900e-02 4.515060e+04 1.402254e+03 4.480415e+04
4.537800e-02 3.582112e+04 8.959835e+02 3.589766e+04
5.528000e-02 3.050298e+04 6.492799e+02 3.072563e+04
6.523200e-02 2.728566e+04 4.743030e+02 2.719319e+04
7.522900e-02 2.321677e+04 3.536445e+02 2.358007e+04
8.519300e-02 1.963172e+04 2.808882e+02 1.981220e+04
9.516600e-02 1.701157e+04 2.212556e+02 1.659816e+04
1.051550e-01 1.454958e+04 1.732168e+02 1.437231e+04
1.151310e-01 1.295895e+04 1.462162e+02 1.298457e+04
1.251240e-01 1.183481e+04 1.256686e+02 1.189230e+04
1.351250e-01 1.081514e+04 1.154657e+02 1.077917e+04
1.451200e-01 9.646330e+03 9.419011e+01 9.657797e+03
1.551180e-01 8.536911e+03 8.525861e+01 8.638771e+03
1.651050e-01 7.741803e+03 7.613823e+01 7.850279e+03
1.750880e-01 7.218747e+03 6.951616e+01 7.250061e+03
1.850890e-01 6.740638e+03 6.273365e+01 6.726626e+03
1.950930e-01 6.287148e+03 5.500268e+01 6.251285e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.028095	0.975345	0.459786	1.126602	-0.691790	1.480961	4.403612	1.126602	-0.691790	1.480961	4.403612	58.839790 	 72-11
