#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 6.026998e+04 3.941315e+03 6.090299e+04
3.546900e-02 4.907393e+04 2.332223e+03 4.834661e+04
4.536800e-02 3.940710e+04 1.472100e+03 3.891757e+04
5.531400e-02 3.381907e+04 1.019281e+03 3.334255e+04
6.525800e-02 3.109976e+04 7.510858e+02 2.942946e+04
7.520900e-02 2.567563e+04 5.977086e+02 2.543678e+04
8.517500e-02 2.158270e+04 4.420094e+02 2.136762e+04
9.515700e-02 1.794025e+04 3.528053e+02 1.795896e+04
1.051620e-01 1.536069e+04 2.743676e+02 1.559122e+04
1.151480e-01 1.406127e+04 2.399903e+02 1.406066e+04
1.251460e-01 1.274712e+04 1.933166e+02 1.282991e+04
1.351460e-01 1.163710e+04 1.725968e+02 1.161326e+04
1.451320e-01 1.031479e+04 1.416208e+02 1.040516e+04
1.551140e-01 9.369604e+03 1.252944e+02 9.303905e+03
1.651020e-01 8.451012e+03 1.169454e+02 8.410359e+03
1.751050e-01 7.556606e+03 1.025878e+02 7.706513e+03
1.850970e-01 7.141898e+03 8.678640e+01 7.102427e+03
1.950850e-01 6.595980e+03 8.042484e+01 6.566627e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#0.927786	1.021304	0.490122	1.157846	-1.289714	1.967767	3.578903	1.157846	-1.289714	1.967767	3.578903	63.707110 	 72-11
