#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 7.150027e+03 9.002477e+03 2.183796e+04
3.546900e-02 2.000965e+04 5.550014e+03 1.708324e+04
4.536800e-02 1.473825e+04 3.442054e+03 1.386442e+04
5.531400e-02 1.142817e+04 2.397204e+03 1.196574e+04
6.525800e-02 1.110947e+04 1.848165e+03 1.025590e+04
7.520900e-02 7.424556e+03 1.427121e+03 8.368861e+03
8.517500e-02 6.110501e+03 1.034219e+03 6.805434e+03
9.515700e-02 4.232005e+03 8.162805e+02 5.771456e+03
1.051620e-01 5.080195e+03 6.718356e+02 5.094389e+03
1.151480e-01 4.147262e+03 5.420027e+02 4.469376e+03
1.251460e-01 3.589985e+03 4.535195e+02 3.835294e+03
1.351460e-01 3.340545e+03 3.868590e+02 3.297825e+03
1.451320e-01 3.009915e+03 3.405732e+02 2.908250e+03
1.551140e-01 2.995284e+03 2.970613e+02 2.614483e+03
1.651020e-01 2.131240e+03 2.568253e+02 2.310464e+03
1.751050e-01 2.229221e+03 2.270777e+02 1.964446e+03
1.850970e-01 1.664352e+03 2.048604e+02 1.677331e+03
1.950850e-01 1.231575e+03 1.783345e+02 1.449428e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#0.931118	0.961317	0.415870	1.160256	1.781898	0.833760	3.360972	1.160256	1.781898	0.833760	3.360972	67.369820 	 72-11
