#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 1.585238e+04 9.002477e+03 2.922571e+04
3.546900e-02 2.177018e+04 5.550014e+03 2.052987e+04
4.536800e-02 1.932081e+04 3.442054e+03 1.739335e+04
5.531400e-02 8.712373e+03 2.397204e+03 1.502855e+04
6.525800e-02 1.208621e+04 1.848165e+03 1.117250e+04
7.520900e-02 8.422095e+03 1.427121e+03 7.545386e+03
8.517500e-02 6.218846e+03 1.034219e+03 5.975174e+03
9.515700e-02 6.733756e+03 8.162805e+02 5.730713e+03
1.051620e-01 5.267475e+03 6.718356e+02 5.546762e+03
1.151480e-01 5.147691e+03 5.420027e+02 4.854202e+03
1.251460e-01 3.626729e+03 4.535195e+02 3.985236e+03
1.351460e-01 2.803628e+03 3.868590e+02 3.284821e+03
1.451320e-01 3.088300e+03 3.405732e+02 2.834362e+03
1.551140e-01 2.498495e+03 2.970613e+02 2.560833e+03
1.651020e-01 2.438084e+03 2.568253e+02 2.383041e+03
1.751050e-01 2.327487e+03 2.270777e+02 2.170263e+03
1.850970e-01 2.138514e+03 2.048604e+02 1.888053e+03
1.950850e-01 1.527452e+03 1.783345e+02 1.581367e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#0.775268	1.067683	0.685695	1.066375	-0.245598	1.220858	3.710110	1.066375	-0.245598	1.220858	3.710110	67.361670 	 72-11
