#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 1.993658e+04 9.002477e+03 2.166488e+04
3.546900e-02 2.363065e+04 5.550014e+03 1.765524e+04
4.536800e-02 7.473035e+03 3.442054e+03 1.394583e+04
5.531400e-02 1.241324e+04 2.397204e+03 1.147993e+04
6.525800e-02 8.934052e+03 1.848165e+03 9.776362e+03
7.520900e-02 7.379951e+03 1.427121e+03 8.259308e+03
8.517500e-02 7.467230e+03 1.034219e+03 6.792331e+03
9.515700e-02 5.195625e+03 8.162805e+02 5.539493e+03
1.051620e-01 4.065682e+03 6.718356e+02 4.569961e+03
1.151480e-01 4.105402e+03 5.420027e+02 3.845109e+03
1.251460e-01 3.017340e+03 4.535195e+02 3.281802e+03
1.351460e-01 3.215741e+03 3.868590e+02 2.836196e+03
1.451320e-01 2.798162e+03 3.405732e+02 2.498835e+03
1.551140e-01 2.268222e+03 2.970613e+02 2.264466e+03
1.651020e-01 1.948630e+03 2.568253e+02 2.091805e+03
1.751050e-01 1.799884e+03 2.270777e+02 1.911067e+03
1.850970e-01 1.860374e+03 2.048604e+02 1.738830e+03
1.950850e-01 1.555678e+03 1.783345e+02 1.586603e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.045563	1.033948	0.468743	1.323504	0.592085	0.973833	4.024655	1.323504	0.592085	0.973833	4.024655	48.767260 	 72-11
