#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 1.695301e+04 9.002477e+03 2.893295e+04
3.546900e-02 1.569497e+04 5.550014e+03 2.217932e+04
4.536800e-02 2.258227e+04 3.442054e+03 1.760584e+04
5.531400e-02 1.530530e+04 2.397204e+03 1.489184e+04
6.525800e-02 1.299695e+04 1.848165e+03 1.243644e+04
7.520900e-02 1.060672e+04 1.427121e+03 9.753876e+03
8.517500e-02 6.111952e+03 1.034219e+03 7.571840e+03
9.515700e-02 6.072317e+03 8.162805e+02 6.228680e+03
1.051620e-01 5.216583e+03 6.718356e+02 5.433777e+03
1.151480e-01 4.467083e+03 5.420027e+02 4.700989e+03
1.251460e-01 3.592785e+03 4.535195e+02 3.899860e+03
1.351460e-01 3.202504e+03 3.868590e+02 3.204696e+03
1.451320e-01 2.489202e+03 3.405732e+02 2.745538e+03
1.551140e-01 2.693983e+03 2.970613e+02 2.473603e+03
1.651020e-01 2.566402e+03 2.568253e+02 2.244698e+03
1.751050e-01 2.066030e+03 2.270777e+02 1.938559e+03
1.850970e-01 1.423566e+03 2.048604e+02 1.663503e+03
1.950850e-01 1.278274e+03 1.783345e+02 1.437069e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#0.938529	1.013953	0.599238	1.145568	-0.948892	1.726440	4.674979	1.145568	-0.948892	1.726440	4.674979	60.598320 	 72-11
