#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 5.596626e+04 3.941315e+03 6.013275e+04
3.546900e-02 4.902995e+04 2.332223e+03 4.841602e+04
4.536800e-02 4.101180e+04 1.472100e+03 3.918507e+04
5.531400e-02 3.401590e+04 1.019281e+03 3.348547e+04
6.525800e-02 2.971404e+04 7.510858e+02 2.949740e+04
7.520900e-02 2.575467e+04 5.977086e+02 2.557132e+04
8.517500e-02 2.183733e+04 4.420094e+02 2.155624e+04
9.515700e-02 1.819051e+04 3.528053e+02 1.810455e+04
1.051620e-01 1.532250e+04 2.743676e+02 1.562005e+04
1.151480e-01 1.381233e+04 2.399903e+02 1.397882e+04
1.251460e-01 1.255537e+04 1.933166e+02 1.268325e+04
1.351460e-01 1.145657e+04 1.725968e+02 1.143456e+04
1.451320e-01 1.018766e+04 1.416208e+02 1.021583e+04
1.551140e-01 9.103658e+03 1.252944e+02 9.126684e+03
1.651020e-01 8.389217e+03 1.169454e+02 8.269619e+03
1.751050e-01 7.699034e+03 1.025878e+02 7.610926e+03
1.850970e-01 7.042300e+03 8.678640e+01 7.043152e+03
1.950850e-01 6.491510e+03 8.042484e+01 6.534580e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.099098	0.954671	0.390039	1.231901	-1.242502	2.085669	5.330454	1.231901	-1.242502	2.085669	5.330454	39.520210 	 72-11
