#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 1.866925e+04 5.728861e+03 2.597064e+04
3.546900e-02 1.881399e+04 3.203750e+03 2.040508e+04
4.537800e-02 1.647558e+04 2.088008e+03 1.598621e+04
5.528000e-02 1.307566e+04 1.488664e+03 1.334765e+04
6.523200e-02 1.064074e+04 1.105007e+03 1.149592e+04
7.522900e-02 9.940462e+03 8.147362e+02 9.684496e+03
8.519300e-02 7.851208e+03 6.423518e+02 7.893417e+03
9.516600e-02 6.271588e+03 5.006437e+02 6.391006e+03
1.051550e-01 5.200705e+03 4.015148e+02 5.276882e+03
1.151310e-01 5.067699e+03 3.337855e+02 4.463077e+03
1.251240e-01 3.982683e+03 2.927085e+02 3.827903e+03
1.351250e-01 3.244620e+03 2.445238e+02 3.329470e+03
1.451200e-01 2.698354e+03 2.176334e+02 2.916003e+03
1.551180e-01 2.516122e+03 1.810367e+02 2.573154e+03
1.651050e-01 2.260746e+03 1.599251e+02 2.251075e+03
1.750880e-01 1.658292e+03 1.493945e+02 1.931155e+03
1.850890e-01 1.797722e+03 1.312579e+02 1.664216e+03
1.950930e-01 1.557917e+03 1.213833e+02 1.450902e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.001268	0.978267	0.501639	1.130423	2.094186	1.049803	4.341282	1.130423	2.094186	1.049803	4.341282	60.560880 	 72-11
