#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 6.040972e+04 2.545024e+03 5.840786e+04
3.546900e-02 4.826161e+04 1.402254e+03 4.625899e+04
4.537800e-02 3.812554e+04 8.959835e+02 3.690328e+04
5.528000e-02 3.191370e+04 6.492799e+02 3.148502e+04
6.523200e-02 2.742640e+04 4.743030e+02 2.787194e+04
7.522900e-02 2.430887e+04 3.536445e+02 2.421904e+04
8.519300e-02 2.058609e+04 2.808882e+02 2.034110e+04
9.516600e-02 1.698986e+04 2.212556e+02 1.696327e+04
1.051550e-01 1.432399e+04 1.732168e+02 1.458903e+04
1.151310e-01 1.307031e+04 1.462162e+02 1.311691e+04
1.251240e-01 1.198943e+04 1.256686e+02 1.200561e+04
1.351250e-01 1.077489e+04 1.154657e+02 1.089581e+04
1.451200e-01 9.700893e+03 9.419011e+01 9.747116e+03
1.551180e-01 8.688839e+03 8.525861e+01 8.667196e+03
1.651050e-01 7.795077e+03 7.613823e+01 7.808110e+03
1.750880e-01 7.117971e+03 6.951616e+01 7.157317e+03
1.850890e-01 6.575910e+03 6.273365e+01 6.601736e+03
1.950930e-01 6.203963e+03 5.500268e+01 6.107757e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.011727	0.998755	0.456111	1.176862	-0.681870	1.403839	4.085888	1.176862	-0.681870	1.403839	4.085888	81.567430 	 72-11
