#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 2.188046e+04 5.728861e+03 2.314617e+04
3.546900e-02 1.936639e+04 3.203750e+03 1.852251e+04
4.537800e-02 1.217522e+04 2.088008e+03 1.464362e+04
5.528000e-02 1.079886e+04 1.488664e+03 1.231273e+04
6.523200e-02 1.044614e+04 1.105007e+03 1.080254e+04
7.522900e-02 9.918474e+03 8.147362e+02 9.390377e+03
8.519300e-02 8.468230e+03 6.423518e+02 7.868894e+03
9.516600e-02 7.204549e+03 5.006437e+02 6.466018e+03
1.051550e-01 4.760482e+03 4.015148e+02 5.361121e+03
1.151310e-01 5.096727e+03 3.337855e+02 4.577897e+03
1.251240e-01 3.909191e+03 2.927085e+02 4.014399e+03
1.351250e-01 3.440348e+03 2.445238e+02 3.575106e+03
1.451200e-01 3.081682e+03 2.176334e+02 3.176754e+03
1.551180e-01 2.531261e+03 1.810367e+02 2.802571e+03
1.651050e-01 2.398044e+03 1.599251e+02 2.432750e+03
1.750880e-01 2.323742e+03 1.493945e+02 2.077591e+03
1.850890e-01 1.705628e+03 1.312579e+02 1.776837e+03
1.950930e-01 1.456663e+03 1.213833e+02 1.529881e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.017641	0.978834	0.434198	1.196627	0.079881	1.080377	3.869323	1.196627	0.079881	1.080377	3.869323	64.505780 	 72-11
