#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 1.821406e+04 9.002477e+03 2.047725e+04
3.546900e-02 1.140440e+04 5.550014e+03 1.613907e+04
4.536800e-02 7.080272e+03 3.442054e+03 1.304283e+04
5.531400e-02 9.219249e+03 2.397204e+03 1.124336e+04
6.525800e-02 1.008441e+04 1.848165e+03 9.728613e+03
7.520900e-02 9.665183e+03 1.427121e+03 8.035508e+03
8.517500e-02 5.369879e+03 1.034219e+03 6.521083e+03
9.515700e-02 5.275632e+03 8.162805e+02 5.481305e+03
1.051620e-01 4.283144e+03 6.718356e+02 4.832402e+03
1.151480e-01 3.782182e+03 5.420027e+02 4.305838e+03
1.251460e-01 3.927814e+03 4.535195e+02 3.743931e+03
1.351460e-01 3.383218e+03 3.868590e+02 3.200664e+03
1.451320e-01 2.891374e+03 3.405732e+02 2.800717e+03
1.551140e-01 2.800456e+03 2.970613e+02 2.527691e+03
1.651020e-01 2.655122e+03 2.568253e+02 2.293527e+03
1.751050e-01 2.189260e+03 2.270777e+02 2.005290e+03
1.850970e-01 1.675069e+03 2.048604e+02 1.728458e+03
1.950850e-01 1.225307e+03 1.783345e+02 1.484730e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#0.963374	0.995614	0.404473	1.269839	0.484378	0.777997	3.196612	1.269839	0.484378	0.777997	3.196612	71.301660 	 72-11
