#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 2.414616e+04 5.728861e+03 2.239374e+04
3.546900e-02 1.655868e+04 3.203750e+03 1.747653e+04
4.537800e-02 1.365643e+04 2.088008e+03 1.381816e+04
5.528000e-02 1.132647e+04 1.488664e+03 1.173808e+04
6.523200e-02 9.156849e+03 1.105007e+03 1.021788e+04
7.522900e-02 8.583274e+03 8.147362e+02 8.600157e+03
8.519300e-02 7.496410e+03 6.423518e+02 7.008923e+03
9.516600e-02 5.579745e+03 5.006437e+02 5.755293e+03
1.051550e-01 5.210594e+03 4.015148e+02 4.902819e+03
1.151310e-01 4.753073e+03 3.337855e+02 4.294853e+03
1.251240e-01 3.382567e+03 2.927085e+02 3.753750e+03
1.351250e-01 3.268447e+03 2.445238e+02 3.260311e+03
1.451200e-01 2.593978e+03 2.176334e+02 2.854340e+03
1.551180e-01 2.551007e+03 1.810367e+02 2.548127e+03
1.651050e-01 2.432071e+03 1.599251e+02 2.295195e+03
1.750880e-01 2.176267e+03 1.493945e+02 2.022959e+03
1.850890e-01 1.702426e+03 1.312579e+02 1.761487e+03
1.950930e-01 1.495699e+03 1.213833e+02 1.528500e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#0.999870	1.008826	0.446757	1.180378	0.261878	1.092675	3.837210	1.180378	0.261878	1.092675	3.837210	62.271050 	 72-11
