#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 3.580730e+04 9.002477e+03 2.146167e+04
3.546900e-02 1.883027e+04 5.550014e+03 1.826512e+04
4.536800e-02 1.119682e+04 3.442054e+03 1.434861e+04
5.531400e-02 1.020111e+04 2.397204e+03 1.161342e+04
6.525800e-02 6.985492e+03 1.848165e+03 1.015253e+04
7.520900e-02 9.138373e+03 1.427121e+03 9.182263e+03
8.517500e-02 6.778990e+03 1.034219e+03 7.888480e+03
9.515700e-02 5.261838e+03 8.162805e+02 6.312605e+03
1.051620e-01 5.426298e+03 6.718356e+02 4.848880e+03
1.151480e-01 4.921639e+03 5.420027e+02 3.892430e+03
1.251460e-01 3.199139e+03 4.535195e+02 3.416062e+03
1.351460e-01 3.106638e+03 3.868590e+02 3.139896e+03
1.451320e-01 3.132565e+03 3.405732e+02 2.826692e+03
1.551140e-01 2.792486e+03 2.970613e+02 2.426511e+03
1.651020e-01 1.805946e+03 2.568253e+02 1.994612e+03
1.751050e-01 1.568793e+03 2.270777e+02 1.688553e+03
1.850970e-01 1.639870e+03 2.048604e+02 1.501495e+03
1.950850e-01 1.308458e+03 1.783345e+02 1.390391e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.053482	0.928957	0.379552	1.213745	-1.178033	1.978468	5.760355	1.213745	-1.178033	1.978468	5.760355	59.074270 	 72-11
