#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 5.619089e+04 2.545024e+03 5.685583e+04
3.546900e-02 4.519362e+04 1.402254e+03 4.561267e+04
4.537800e-02 3.606880e+04 8.959835e+02 3.648092e+04
5.528000e-02 3.153173e+04 6.492799e+02 3.098943e+04
6.523200e-02 2.797879e+04 4.743030e+02 2.743808e+04
7.522900e-02 2.399053e+04 3.536445e+02 2.406824e+04
8.519300e-02 2.058879e+04 2.808882e+02 2.043975e+04
9.516600e-02 1.704952e+04 2.212556e+02 1.711681e+04
1.051550e-01 1.472670e+04 1.732168e+02 1.463260e+04
1.151310e-01 1.298256e+04 1.462162e+02 1.304025e+04
1.251240e-01 1.186514e+04 1.256686e+02 1.191132e+04
1.351250e-01 1.070729e+04 1.154657e+02 1.086716e+04
1.451200e-01 9.857315e+03 9.419011e+01 9.783637e+03
1.551180e-01 8.655254e+03 8.525861e+01 8.729068e+03
1.651050e-01 7.874634e+03 7.613823e+01 7.843098e+03
1.750880e-01 7.162834e+03 6.951616e+01 7.173852e+03
1.850890e-01 6.598159e+03 6.273365e+01 6.619419e+03
1.950930e-01 6.203894e+03 5.500268e+01 6.142479e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.099284	0.995722	0.424405	1.225779	-0.512180	1.471615	4.706368	1.225779	-0.512180	1.471615	4.706368	63.861460 	 72-11
