#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 5.961069e+04 2.545024e+03 5.774788e+04
3.546900e-02 4.695743e+04 1.402254e+03 4.544571e+04
4.537800e-02 3.750999e+04 8.959835e+02 3.643089e+04
5.528000e-02 3.097802e+04 6.492799e+02 3.127030e+04
6.523200e-02 2.763664e+04 4.743030e+02 2.759422e+04
7.522900e-02 2.409830e+04 3.536445e+02 2.369930e+04
8.519300e-02 2.009146e+04 2.808882e+02 1.974919e+04
9.516600e-02 1.670977e+04 2.212556e+02 1.653688e+04
1.051550e-01 1.462289e+04 1.732168e+02 1.440402e+04
1.151310e-01 1.301520e+04 1.462162e+02 1.306020e+04
1.251240e-01 1.188261e+04 1.256686e+02 1.191254e+04
1.351250e-01 1.059632e+04 1.154657e+02 1.071610e+04
1.451200e-01 9.570093e+03 9.419011e+01 9.542724e+03
1.551180e-01 8.453291e+03 8.525861e+01 8.529844e+03
1.651050e-01 7.848079e+03 7.613823e+01 7.773240e+03
1.750880e-01 7.132333e+03 6.951616e+01 7.182547e+03
1.850890e-01 6.674496e+03 6.273365e+01 6.647719e+03
1.950930e-01 6.186298e+03 5.500268e+01 6.146819e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.006912	0.952790	0.434372	1.115805	-0.947236	1.484707	4.617281	1.115805	-0.947236	1.484707	4.617281	60.034730 	 72-11
