#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 1.766124e+04 9.002477e+03 1.668708e+04
3.546900e-02 1.338600e+04 5.550014e+03 1.659662e+04
4.536800e-02 1.430840e+04 3.442054e+03 1.302279e+04
5.531400e-02 8.504880e+03 2.397204e+03 9.834217e+03
6.525800e-02 7.968589e+03 1.848165e+03 8.740025e+03
7.520900e-02 7.703318e+03 1.427121e+03 8.847121e+03
8.517500e-02 8.082421e+03 1.034219e+03 8.311686e+03
9.515700e-02 6.484391e+03 8.162805e+02 6.745451e+03
1.051620e-01 4.284001e+03 6.718356e+02 4.852857e+03
1.151480e-01 4.498854e+03 5.420027e+02 3.599141e+03
1.251460e-01 3.315978e+03 4.535195e+02 3.115709e+03
1.351460e-01 2.729344e+03 3.868590e+02 2.974849e+03
1.451320e-01 2.898161e+03 3.405732e+02 2.778498e+03
1.551140e-01 1.862275e+03 2.970613e+02 2.413665e+03
1.651020e-01 2.230817e+03 2.568253e+02 1.999589e+03
1.751050e-01 1.777883e+03 2.270777e+02 1.749014e+03
1.850970e-01 1.385386e+03 2.048604e+02 1.622071e+03
1.950850e-01 1.546207e+03 1.783345e+02 1.572660e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.251102	0.863056	0.237584	1.301672	-0.984418	1.863940	6.619306	1.301672	-0.984418	1.863940	6.619306	55.642570 	 72-11
