#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 6.303728e+04 3.941315e+03 6.378210e+04
3.546900e-02 5.226748e+04 2.332223e+03 4.966641e+04
4.536800e-02 4.141203e+04 1.472100e+03 4.008351e+04
5.531400e-02 3.410705e+04 1.019281e+03 3.436740e+04
6.525800e-02 2.986034e+04 7.510858e+02 2.977576e+04
7.520900e-02 2.488220e+04 5.977086e+02 2.506006e+04
8.517500e-02 2.225242e+04 4.420094e+02 2.081952e+04
9.515700e-02 1.798239e+04 3.528053e+02 1.763927e+04
1.051620e-01 1.548329e+04 2.743676e+02 1.549444e+04
1.151480e-01 1.359750e+04 2.399903e+02 1.393091e+04
1.251460e-01 1.231014e+04 1.933166e+02 1.254871e+04
1.351460e-01 1.115673e+04 1.725968e+02 1.123153e+04
1.451320e-01 1.002387e+04 1.416208e+02 1.002479e+04
1.551140e-01 8.835235e+03 1.252944e+02 8.983861e+03
1.651020e-01 8.258673e+03 1.169454e+02 8.146730e+03
1.751050e-01 7.426566e+03 1.025878e+02 7.469633e+03
1.850970e-01 7.030171e+03 8.678640e+01 6.875117e+03
1.950850e-01 6.325639e+03 8.042484e+01 6.338161e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#0.818610	1.004936	0.580983	1.118999	-0.864628	1.396482	4.120284	1.118999	-0.864628	1.396482	4.120284	68.468310 	 72-11
