#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 6.105817e+04 2.545024e+03 5.837594e+04
3.546900e-02 4.729531e+04 1.402254e+03 4.603882e+04
4.537800e-02 3.638368e+04 8.959835e+02 3.672114e+04
5.528000e-02 3.180147e+04 6.492799e+02 3.137522e+04
6.523200e-02 2.682929e+04 4.743030e+02 2.775004e+04
7.522900e-02 2.391880e+04 3.536445e+02 2.402712e+04
8.519300e-02 2.015013e+04 2.808882e+02 2.013578e+04
9.516600e-02 1.705059e+04 2.212556e+02 1.681684e+04
1.051550e-01 1.452393e+04 1.732168e+02 1.452230e+04
1.151310e-01 1.294788e+04 1.462162e+02 1.309614e+04
1.251240e-01 1.205137e+04 1.256686e+02 1.198832e+04
1.351250e-01 1.096141e+04 1.154657e+02 1.086667e+04
1.451200e-01 9.600301e+03 9.419011e+01 9.727815e+03
1.551180e-01 8.669132e+03 8.525861e+01 8.674715e+03
1.651050e-01 7.776429e+03 7.613823e+01 7.838778e+03
1.750880e-01 7.221074e+03 6.951616e+01 7.195249e+03
1.850890e-01 6.678578e+03 6.273365e+01 6.642528e+03
1.950930e-01 6.100643e+03 5.500268e+01 6.150125e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#0.972382	1.008475	0.490837	1.165303	0.072147	1.109002	4.079715	1.165303	0.072147	1.109002	4.079715	42.211900 	 72-11
