#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 2.168920e+04 9.002477e+03 3.451340e-04
3.546900e-02 1.369729e+04 5.550014e+03 2.119277e-04
4.536800e-02 1.115190e+04 3.442054e+03 -9.705947e-06
5.531400e-02 8.864739e+03 2.397204e+03 1.398700e-04
6.525800e-02 9.216620e+03 1.848165e+03 1.599722e-04
7.520900e-02 8.892699e+03 1.427121e+03 1.545746e-04
8.517500e-02 3.921688e+03 1.034219e+03 1.707656e-04
9.515700e-02 4.573812e+03 8.162805e+02 2.187323e-04
1.051620e-01 5.046229e+03 6.718356e+02 2.817933e-04
1.151480e-01 4.661787e+03 5.420027e+02 3.276329e-04
1.251460e-01 4.139852e+03 4.535195e+02 3.909659e-04
1.351460e-01 3.191346e+03 3.868590e+02 4.549020e-04
1.451320e-01 2.657012e+03 3.405732e+02 5.223994e-04
1.551140e-01 2.417534e+03 2.970613e+02 6.031663e-04
1.651020e-01 2.220727e+03 2.568253e+02 6.728365e-04
1.751050e-01 2.305511e+03 2.270777e+02 7.647816e-04
1.850970e-01 1.508277e+03 2.048604e+02 8.542202e-04
1.950850e-01 1.298570e+03 1.783345e+02 9.384361e-04
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#0.981736	0.986245	2.322362	3.659814	0.564933	4.770863	0.315206	3.659814	0.564933	4.770863	0.315206	39686.230000 	 72-11
