#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 2.091728e+04 9.002477e+03 1.656973e-02
3.546900e-02 1.487367e+04 5.550014e+03 9.822336e-03
4.536800e-02 1.018828e+04 3.442054e+03 -6.817089e-04
5.531400e-02 1.165638e+04 2.397204e+03 6.188441e-03
6.525800e-02 1.271242e+04 1.848165e+03 6.996599e-03
7.520900e-02 8.390818e+03 1.427121e+03 6.573092e-03
8.517500e-02 4.807529e+03 1.034219e+03 7.154945e-03
9.515700e-02 3.757464e+03 8.162805e+02 9.185080e-03
1.051620e-01 4.931327e+03 6.718356e+02 1.196503e-02
1.151480e-01 5.358419e+03 5.420027e+02 1.381108e-02
1.251460e-01 3.757413e+03 4.535195e+02 1.653965e-02
1.351460e-01 2.894630e+03 3.868590e+02 1.920412e-02
1.451320e-01 3.058310e+03 3.405732e+02 2.209040e-02
1.551140e-01 2.548416e+03 2.970613e+02 2.546702e-02
1.651020e-01 2.557083e+03 2.568253e+02 2.844166e-02
1.751050e-01 1.964749e+03 2.270777e+02 3.231304e-02
1.850970e-01 1.411359e+03 2.048604e+02 3.608806e-02
1.950850e-01 1.270844e+03 1.783345e+02 3.965989e-02
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#0.841501	0.841553	5.525854	1.815777	4.081514	2.667564	0.152142	1.815777	4.081514	2.667564	0.152142	39030.510000 	 72-11
