#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 2.859313e+04 5.728861e+03 2.497957e+04
3.546900e-02 2.112711e+04 3.203750e+03 1.915047e+04
4.537800e-02 1.372510e+04 2.088008e+03 1.511857e+04
5.528000e-02 1.333223e+04 1.488664e+03 1.285731e+04
6.523200e-02 9.995218e+03 1.105007e+03 1.103264e+04
7.522900e-02 8.541577e+03 8.147362e+02 9.019880e+03
8.519300e-02 5.921330e+03 6.423518e+02 7.195782e+03
9.516600e-02 6.461460e+03 5.006437e+02 5.900741e+03
1.051550e-01 5.711730e+03 4.015148e+02 5.073257e+03
1.151310e-01 4.783979e+03 3.337855e+02 4.442514e+03
1.251240e-01 3.893129e+03 2.927085e+02 3.825912e+03
1.351250e-01 3.469538e+03 2.445238e+02 3.246906e+03
1.451200e-01 3.188714e+03 2.176334e+02 2.827383e+03
1.551180e-01 2.219527e+03 1.810367e+02 2.534070e+03
1.651050e-01 2.194197e+03 1.599251e+02 2.280547e+03
1.750880e-01 1.786907e+03 1.493945e+02 1.985406e+03
1.850890e-01 1.640379e+03 1.312579e+02 1.718982e+03
1.950930e-01 1.622213e+03 1.213833e+02 1.495501e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#0.967622	0.993097	0.494689	1.117219	-0.875603	1.482519	4.281534	1.117219	-0.875603	1.482519	4.281534	65.979490 	 72-11
