#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 2.086149e+04 5.728861e+03 2.334322e+04
3.546900e-02 2.466705e+04 3.203750e+03 1.807174e+04
4.537800e-02 1.378473e+04 2.088008e+03 1.428013e+04
5.528000e-02 1.270717e+04 1.488664e+03 1.216543e+04
6.523200e-02 1.037321e+04 1.105007e+03 1.056004e+04
7.522900e-02 8.130242e+03 8.147362e+02 8.791734e+03
8.519300e-02 6.731351e+03 6.423518e+02 7.092908e+03
9.516600e-02 5.249158e+03 5.006437e+02 5.810800e+03
1.051550e-01 5.524214e+03 4.015148e+02 4.976558e+03
1.151310e-01 4.319913e+03 3.337855e+02 4.372213e+03
1.251240e-01 3.625784e+03 2.927085e+02 3.791959e+03
1.351250e-01 3.162439e+03 2.445238e+02 3.239999e+03
1.451200e-01 2.939396e+03 2.176334e+02 2.788626e+03
1.551180e-01 2.507203e+03 1.810367e+02 2.461389e+03
1.651050e-01 2.213621e+03 1.599251e+02 2.201180e+03
1.750880e-01 1.778963e+03 1.493945e+02 1.908969e+03
1.850890e-01 1.603505e+03 1.312579e+02 1.616876e+03
1.950930e-01 1.398554e+03 1.213833e+02 1.352530e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#0.993011	1.016528	0.468115	1.187449	0.367494	1.046071	3.732240	1.187449	0.367494	1.046071	3.732240	44.901540 	 72-11
