#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 2.622440e+04 5.728861e+03 2.500178e+04
3.546900e-02 2.291367e+04 3.203750e+03 2.003021e+04
4.537800e-02 1.646673e+04 2.088008e+03 1.571865e+04
5.528000e-02 1.166157e+04 1.488664e+03 1.307450e+04
6.523200e-02 1.314701e+04 1.105007e+03 1.139048e+04
7.522900e-02 9.817278e+03 8.147362e+02 9.867087e+03
8.519300e-02 8.084849e+03 6.423518e+02 8.226259e+03
9.516600e-02 6.678537e+03 5.006437e+02 6.666605e+03
1.051550e-01 5.043898e+03 4.015148e+02 5.411945e+03
1.151310e-01 4.463070e+03 3.337855e+02 4.541088e+03
1.251240e-01 4.113052e+03 2.927085e+02 3.951347e+03
1.351250e-01 3.500042e+03 2.445238e+02 3.499251e+03
1.451200e-01 3.397813e+03 2.176334e+02 3.090304e+03
1.551180e-01 2.723166e+03 1.810367e+02 2.689004e+03
1.651050e-01 2.074960e+03 1.599251e+02 2.290170e+03
1.750880e-01 2.008760e+03 1.493945e+02 1.929232e+03
1.850890e-01 1.814130e+03 1.312579e+02 1.646079e+03
1.950930e-01 1.439603e+03 1.213833e+02 1.427412e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.018441	0.959433	0.461474	1.166214	1.115186	0.879611	4.170607	1.166214	1.115186	0.879611	4.170607	40.694850 	 72-11
