#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 3.081324e+04 9.002477e+03 2.377453e+04
3.546900e-02 2.638718e+04 5.550014e+03 1.893426e+04
4.536800e-02 1.226410e+04 3.442054e+03 1.515161e+04
5.531400e-02 1.242211e+04 2.397204e+03 1.286320e+04
6.525800e-02 1.035564e+04 1.848165e+03 1.109669e+04
7.520900e-02 8.729875e+03 1.427121e+03 9.258105e+03
8.517500e-02 8.492129e+03 1.034219e+03 7.549972e+03
9.515700e-02 6.523817e+03 8.162805e+02 6.257402e+03
1.051620e-01 4.813993e+03 6.718356e+02 5.374293e+03
1.151480e-01 4.706768e+03 5.420027e+02 4.690098e+03
1.251460e-01 3.964775e+03 4.535195e+02 4.055905e+03
1.351460e-01 3.712344e+03 3.868590e+02 3.494934e+03
1.451320e-01 2.718917e+03 3.405732e+02 3.062388e+03
1.551140e-01 2.549873e+03 2.970613e+02 2.748124e+03
1.651020e-01 2.792359e+03 2.568253e+02 2.478785e+03
1.751050e-01 2.153500e+03 2.270777e+02 2.168358e+03
1.850970e-01 1.881622e+03 2.048604e+02 1.879398e+03
1.950850e-01 1.739406e+03 1.783345e+02 1.629162e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#0.983782	1.001265	0.475494	1.213295	-0.723044	1.567448	4.645607	1.213295	-0.723044	1.567448	4.645607	47.925590 	 72-11
