#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 6.568996e+04 3.941315e+03 6.114579e+04
3.546900e-02 4.666129e+04 2.332223e+03 4.888758e+04
4.536800e-02 3.651579e+04 1.472100e+03 3.947565e+04
5.531400e-02 3.428553e+04 1.019281e+03 3.379735e+04
6.525800e-02 3.035269e+04 7.510858e+02 2.980478e+04
7.520900e-02 2.597608e+04 5.977086e+02 2.576919e+04
8.517500e-02 2.176509e+04 4.420094e+02 2.163641e+04
9.515700e-02 1.801478e+04 3.528053e+02 1.814126e+04
1.051620e-01 1.559217e+04 2.743676e+02 1.568847e+04
1.151480e-01 1.393287e+04 2.399903e+02 1.409155e+04
1.251460e-01 1.272337e+04 1.933166e+02 1.279916e+04
1.351460e-01 1.155582e+04 1.725968e+02 1.152030e+04
1.451320e-01 1.018864e+04 1.416208e+02 1.025469e+04
1.551140e-01 9.374461e+03 1.252944e+02 9.127074e+03
1.651020e-01 8.266684e+03 1.169454e+02 8.246258e+03
1.751050e-01 7.690200e+03 1.025878e+02 7.562698e+03
1.850970e-01 6.916381e+03 8.678640e+01 6.961250e+03
1.950850e-01 6.392641e+03 8.042484e+01 6.412218e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.092810	0.940699	0.289843	1.261351	-1.405685	2.067657	4.787589	1.261351	-1.405685	2.067657	4.787589	56.243170 	 72-11
