#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 1.859158e+04 9.002477e+03 2.060999e+04
3.546900e-02 1.644685e+04 5.550014e+03 1.789108e+04
4.536800e-02 1.115171e+04 3.442054e+03 1.408726e+04
5.531400e-02 1.116483e+04 2.397204e+03 1.119141e+04
6.525800e-02 1.072214e+04 1.848165e+03 9.585908e+03
7.520900e-02 8.367218e+03 1.427121e+03 8.678713e+03
8.517500e-02 8.579122e+03 1.034219e+03 7.611854e+03
9.515700e-02 5.903411e+03 8.162805e+02 6.209302e+03
1.051620e-01 4.484363e+03 6.718356e+02 4.748051e+03
1.151480e-01 3.739485e+03 5.420027e+02 3.664821e+03
1.251460e-01 3.371888e+03 4.535195e+02 3.091427e+03
1.351460e-01 3.224794e+03 3.868590e+02 2.834400e+03
1.451320e-01 2.570901e+03 3.405732e+02 2.628548e+03
1.551140e-01 2.681627e+03 2.970613e+02 2.351859e+03
1.651020e-01 2.318116e+03 2.568253e+02 1.988784e+03
1.751050e-01 1.544015e+03 2.270777e+02 1.694336e+03
1.850970e-01 1.239871e+03 2.048604e+02 1.517516e+03
1.950850e-01 1.572950e+03 1.783345e+02 1.422820e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.099098	0.954671	0.390039	1.231901	-1.242502	2.085669	5.330454	1.231901	-1.242502	2.085669	5.330454	39.520210 	 72-11
