#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 5.867266e+04 2.545024e+03 5.848608e+04
3.546900e-02 4.750551e+04 1.402254e+03 4.647508e+04
4.537800e-02 3.893503e+04 8.959835e+02 3.710243e+04
5.528000e-02 3.197819e+04 6.492799e+02 3.157905e+04
6.523200e-02 2.747253e+04 4.743030e+02 2.788158e+04
7.522900e-02 2.451082e+04 3.536445e+02 2.422774e+04
8.519300e-02 2.027560e+04 2.808882e+02 2.038731e+04
9.516600e-02 1.704418e+04 2.212556e+02 1.702105e+04
1.051550e-01 1.458616e+04 1.732168e+02 1.460521e+04
1.151310e-01 1.297098e+04 1.462162e+02 1.306359e+04
1.251240e-01 1.189846e+04 1.256686e+02 1.191176e+04
1.351250e-01 1.070902e+04 1.154657e+02 1.080923e+04
1.451200e-01 9.781489e+03 9.419011e+01 9.696436e+03
1.551180e-01 8.652632e+03 8.525861e+01 8.651089e+03
1.651050e-01 7.774780e+03 7.613823e+01 7.798420e+03
1.750880e-01 7.098362e+03 6.951616e+01 7.141281e+03
1.850890e-01 6.656459e+03 6.273365e+01 6.589395e+03
1.950930e-01 6.146833e+03 5.500268e+01 6.110326e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#0.993736	1.022602	0.562842	1.133531	-1.622298	1.981061	5.685386	1.133531	-1.622298	1.981061	5.685386	72.575590 	 72-11
