#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 6.186585e+04 2.545024e+03 5.693199e+04
3.546900e-02 4.685520e+04 1.402254e+03 4.522639e+04
4.537800e-02 3.729585e+04 8.959835e+02 3.615617e+04
5.528000e-02 3.084980e+04 6.492799e+02 3.086481e+04
6.523200e-02 2.728201e+04 4.743030e+02 2.733540e+04
7.522900e-02 2.334469e+04 3.536445e+02 2.379060e+04
8.519300e-02 2.017627e+04 2.808882e+02 2.003025e+04
9.516600e-02 1.663780e+04 2.212556e+02 1.674452e+04
1.051550e-01 1.429522e+04 1.732168e+02 1.442350e+04
1.151310e-01 1.278516e+04 1.462162e+02 1.298070e+04
1.251240e-01 1.185784e+04 1.256686e+02 1.189050e+04
1.351250e-01 1.081427e+04 1.154657e+02 1.079907e+04
1.451200e-01 9.655312e+03 9.419011e+01 9.673027e+03
1.551180e-01 8.519589e+03 8.525861e+01 8.621789e+03
1.651050e-01 7.862673e+03 7.613823e+01 7.788948e+03
1.750880e-01 7.178966e+03 6.951616e+01 7.161820e+03
1.850890e-01 6.632335e+03 6.273365e+01 6.623359e+03
1.950930e-01 6.196551e+03 5.500268e+01 6.140776e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.055766	0.977319	0.413253	1.198989	-0.431649	1.318344	4.344636	1.198989	-0.431649	1.318344	4.344636	48.098680 	 72-11
