#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 2.405866e+04 5.728861e+03 2.138018e+04
3.546900e-02 1.877421e+04 3.203750e+03 1.733042e+04
4.537800e-02 1.326871e+04 2.088008e+03 1.364741e+04
5.528000e-02 8.067598e+03 1.488664e+03 1.131794e+04
6.523200e-02 8.484944e+03 1.105007e+03 9.874858e+03
7.522900e-02 6.546908e+03 8.147362e+02 8.660826e+03
8.519300e-02 7.456576e+03 6.423518e+02 7.320792e+03
9.516600e-02 6.006533e+03 5.006437e+02 5.993165e+03
1.051550e-01 5.234651e+03 4.015148e+02 4.875696e+03
1.151310e-01 4.351411e+03 3.337855e+02 4.081297e+03
1.251240e-01 4.014766e+03 2.927085e+02 3.554576e+03
1.351250e-01 3.072241e+03 2.445238e+02 3.178244e+03
1.451200e-01 2.731237e+03 2.176334e+02 2.851360e+03
1.551180e-01 2.422343e+03 1.810367e+02 2.534163e+03
1.651050e-01 2.081668e+03 1.599251e+02 2.204461e+03
1.750880e-01 1.871508e+03 1.493945e+02 1.901655e+03
1.850890e-01 1.629516e+03 1.312579e+02 1.656909e+03
1.950930e-01 1.484006e+03 1.213833e+02 1.463533e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.042763	0.985965	0.415284	1.177998	-0.883209	1.574598	4.450842	1.177998	-0.883209	1.574598	4.450842	57.354340 	 72-11
