#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 6.046199e+04 3.941315e+03 5.956043e+04
3.546900e-02 5.054175e+04 2.332223e+03 4.773522e+04
4.536800e-02 3.794568e+04 1.472100e+03 3.858084e+04
5.531400e-02 3.288175e+04 1.019281e+03 3.303324e+04
6.525800e-02 3.021142e+04 7.510858e+02 2.915655e+04
7.520900e-02 2.529707e+04 5.977086e+02 2.526750e+04
8.517500e-02 2.145679e+04 4.420094e+02 2.126566e+04
9.515700e-02 1.791953e+04 3.528053e+02 1.785466e+04
1.051620e-01 1.559070e+04 2.743676e+02 1.544672e+04
1.151480e-01 1.370392e+04 2.399903e+02 1.388527e+04
1.251460e-01 1.276643e+04 1.933166e+02 1.263834e+04
1.351460e-01 1.143340e+04 1.725968e+02 1.140447e+04
1.451320e-01 1.006223e+04 1.416208e+02 1.018202e+04
1.551140e-01 9.231167e+03 1.252944e+02 9.085613e+03
1.651020e-01 8.288194e+03 1.169454e+02 8.228404e+03
1.751050e-01 7.536314e+03 1.025878e+02 7.568614e+03
1.850970e-01 7.025293e+03 8.678640e+01 6.992873e+03
1.950850e-01 6.490679e+03 8.042484e+01 6.470481e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#1.070405	0.955416	0.371346	1.277242	0.236629	1.074676	4.524515	1.277242	0.236629	1.074676	4.524515	65.756250 	 72-11
