#k 	 Pdata 	 err 	 Pmodel
2.564600e-02 5.890893e+04 3.941315e+03 6.228189e+04
3.546900e-02 4.732478e+04 2.332223e+03 4.946823e+04
4.536800e-02 4.185839e+04 1.472100e+03 3.980538e+04
5.531400e-02 3.416549e+04 1.019281e+03 3.399985e+04
6.525800e-02 2.983279e+04 7.510858e+02 2.985977e+04
7.520900e-02 2.569814e+04 5.977086e+02 2.568234e+04
8.517500e-02 2.177503e+04 4.420094e+02 2.149894e+04
9.515700e-02 1.817646e+04 3.528053e+02 1.802333e+04
1.051620e-01 1.552297e+04 2.743676e+02 1.559625e+04
1.151480e-01 1.396850e+04 2.399903e+02 1.399589e+04
1.251460e-01 1.265069e+04 1.933166e+02 1.270163e+04
1.351460e-01 1.155507e+04 1.725968e+02 1.144769e+04
1.451320e-01 1.006634e+04 1.416208e+02 1.023707e+04
1.551140e-01 9.071922e+03 1.252944e+02 9.154862e+03
1.651020e-01 8.296350e+03 1.169454e+02 8.285516e+03
1.751050e-01 7.607685e+03 1.025878e+02 7.599817e+03
1.850970e-01 7.070338e+03 8.678640e+01 7.015202e+03
1.950850e-01 6.474044e+03 8.042484e+01 6.501052e+03
#apara 	 aperp 	 fs8 	b1s8_NGC 	 b2s8_NGC 	 Anoise_NGC	sigmaP_SGC	b1s8_SGC 	 b2s8_SGC 	 Anoise_SGC	sigmaP_SGC	chi2 	 Npoints-Ndof
#0.938529	1.013953	0.599238	1.145568	-0.948892	1.726440	4.674979	1.145568	-0.948892	1.726440	4.674979	60.598320 	 72-11
